Type,Model Year,JD,RA (deg),Obliquity (deg)
AE,-59509,-20013877.781107,173.891658,0.000000
WS,-59509,-20013786.753447,263.891720,-23.436080
VE,-59480,-20003471.420048,353.893438,0.000000
SS,-59480,-20003379.896387,83.893504,23.439522
AE,-59480,-20003285.767280,173.893470,0.000000
WS,-59480,-20003194.716111,263.893533,-23.439583
VE,-59451,-19992879.383016,353.895282,0.000000
SS,-59451,-19992787.882924,83.895347,23.443021
AE,-59451,-19992693.753534,173.895314,0.000000
WS,-59451,-19992602.678856,263.895377,-23.443082
VE,-59422,-19982287.345854,353.897156,0.000000
SS,-59422,-19982195.869316,83.897222,23.446516
AE,-59422,-19982101.739867,173.897189,0.000000
WS,-59422,-19982010.641681,263.897253,-23.446577
VE,-59393,-19971695.308564,353.899062,0.000000
SS,-59393,-19971603.855560,83.899128,23.450006
AE,-59393,-19971509.726279,173.899096,0.000000
WS,-59393,-19971418.604589,263.899159,-23.450067
VE,-59364,-19961103.271146,353.900998,0.000000
SS,-59364,-19961011.841658,83.901065,23.453492
AE,-59364,-19960917.712767,173.901033,0.000000
WS,-59364,-19960826.567579,263.901096,-23.453553
VE,-59335,-19950511.233603,353.902966,0.000000
SS,-59335,-19950419.827606,83.903032,23.456974
AE,-59335,-19950325.699332,173.903001,0.000000
WS,-59335,-19950234.530654,263.903064,-23.457035
VE,-59306,-19939919.195934,353.904964,0.000000
SS,-59306,-19939827.813406,83.905031,23.460451
AE,-59306,-19939733.685971,173.904999,0.000000
WS,-59306,-19939642.493813,263.905063,-23.460512
VE,-59277,-19929327.158142,353.906993,0.000000
SS,-59277,-19929235.799056,83.907060,23.463924
AE,-59277,-19929141.672685,173.907029,0.000000
WS,-59277,-19929050.457059,263.907093,-23.463985
VE,-59248,-19918735.120228,353.909053,0.000000
SS,-59248,-19918643.784555,83.909120,23.467393
AE,-59248,-19918549.659470,173.909089,0.000000
WS,-59248,-19918458.420391,263.909154,-23.467453
VE,-59219,-19908143.082192,353.911144,0.000000
SS,-59219,-19908051.769902,83.911211,23.470856
AE,-59219,-19907957.646328,173.911181,0.000000
WS,-59219,-19907866.383811,263.911245,-23.470917
VE,-59190,-19897551.044037,353.913265,0.000000
SS,-59190,-19897459.755097,83.913332,23.474315
AE,-59190,-19897365.633255,173.913302,0.000000
WS,-59190,-19897274.347320,263.913367,-23.474376
VE,-59161,-19886959.005764,353.915416,0.000000
SS,-59161,-19886867.740139,83.915484,23.477770
AE,-59161,-19886773.620251,173.915454,0.000000
WS,-59161,-19886682.310919,263.915519,-23.477830
VE,-59132,-19876366.967373,353.917599,0.000000
SS,-59132,-19876275.725027,83.917666,23.481220
AE,-59132,-19876181.607315,173.917637,0.000000
WS,-59132,-19876090.274608,263.917702,-23.481280
VE,-59103,-19865774.928866,353.919811,0.000000
SS,-59103,-19865683.709761,83.919879,23.484665
AE,-59103,-19865589.594446,173.919850,0.000000
WS,-59103,-19865498.238388,263.919915,-23.484725
VE,-59074,-19855182.890246,353.922054,0.000000
SS,-59074,-19855091.694339,83.922122,23.488105
AE,-59074,-19854997.581641,173.922093,0.000000
WS,-59074,-19854906.202261,263.922159,-23.488165
VE,-59045,-19844590.851511,353.924327,0.000000
SS,-59045,-19844499.678761,83.924395,23.491540
AE,-59045,-19844405.568901,173.924367,0.000000
WS,-59045,-19844314.166227,263.924433,-23.491601
VE,-59016,-19833998.812666,353.926630,0.000000
SS,-59016,-19833907.663027,83.926699,23.494971
AE,-59016,-19833813.556224,173.926671,0.000000
WS,-59016,-19833722.130288,263.926737,-23.495031
VE,-58987,-19823406.773709,353.928964,0.000000
SS,-58987,-19823315.647136,83.929032,23.498396
AE,-58987,-19823221.543609,173.929005,0.000000
WS,-58987,-19823130.094442,263.929071,-23.498456
VE,-58958,-19812814.734643,353.931327,0.000000
SS,-58958,-19812723.631087,83.931396,23.501817
AE,-58958,-19812629.531053,173.931369,0.000000
WS,-58958,-19812538.058693,263.931435,-23.501877
VE,-58929,-19802222.695470,353.933721,0.000000
SS,-58929,-19802131.614879,83.933789,23.505232
AE,-58929,-19802037.518557,173.933763,0.000000
WS,-58929,-19801946.023040,263.933829,-23.505292
VE,-58900,-19791630.656190,353.936144,0.000000
SS,-58900,-19791539.598513,83.936213,23.508643
AE,-58900,-19791445.506119,173.936187,0.000000
WS,-58900,-19791353.987484,263.936253,-23.508703
VE,-58871,-19781038.616805,353.938597,0.000000
SS,-58871,-19780947.581986,83.938666,23.512048
AE,-58871,-19780853.493737,173.938640,0.000000
WS,-58871,-19780761.952027,263.938707,-23.512108
VE,-58842,-19770446.577317,353.941080,0.000000
SS,-58842,-19770355.565299,83.941149,23.515448
AE,-58842,-19770261.481411,173.941124,0.000000
WS,-58842,-19770169.916668,263.941191,-23.515508
VE,-58813,-19759854.537725,353.943593,0.000000
SS,-58813,-19759763.548452,83.943662,23.518843
AE,-58813,-19759669.469138,173.943637,0.000000
WS,-58813,-19759577.881408,263.943704,-23.518902
VE,-58784,-19749262.498033,353.946135,0.000000
SS,-58784,-19749171.531443,83.946205,23.522233
AE,-58784,-19749077.456919,173.946180,0.000000
WS,-58784,-19748985.846249,263.946247,-23.522292
VE,-58755,-19738670.458241,353.948707,0.000000
SS,-58755,-19738579.514272,83.948777,23.525617
AE,-58755,-19738485.444750,173.948752,0.000000
WS,-58755,-19738393.811191,263.948820,-23.525676
VE,-58726,-19728078.418351,353.951308,0.000000
SS,-58726,-19727987.496939,83.951378,23.528996
AE,-58726,-19727893.432632,173.951354,0.000000
WS,-58726,-19727801.776235,263.951422,-23.529055
VE,-58697,-19717486.378364,353.953939,0.000000
SS,-58697,-19717395.479443,83.954009,23.532369
AE,-58697,-19717301.420563,173.953985,0.000000
WS,-58697,-19717209.741381,263.954054,-23.532428
VE,-58668,-19706894.338282,353.956599,0.000000
SS,-58668,-19706803.461784,83.956669,23.535737
AE,-58668,-19706709.408541,173.956646,0.000000
WS,-58668,-19706617.706630,263.956714,-23.535796
VE,-58639,-19696302.298105,353.959289,0.000000
SS,-58639,-19696211.443961,83.959359,23.539100
AE,-58639,-19696117.396566,173.959336,0.000000
WS,-58639,-19696025.671983,263.959404,-23.539159
VE,-58610,-19685710.257836,353.962007,0.000000
SS,-58610,-19685619.425973,83.962078,23.542457
AE,-58610,-19685525.384635,173.962055,0.000000
WS,-58610,-19685433.637441,263.962124,-23.542515
VE,-58581,-19675118.217476,353.964755,0.000000
SS,-58581,-19675027.407821,83.964825,23.545808
AE,-58581,-19674933.372748,173.964803,0.000000
WS,-58581,-19674841.603003,263.964872,-23.545867
VE,-58552,-19664526.177025,353.967531,0.000000
SS,-58552,-19664435.389504,83.967602,23.549154
AE,-58552,-19664341.360903,173.967580,0.000000
WS,-58552,-19664249.568672,263.967649,-23.549212
VE,-58523,-19653934.136486,353.970337,0.000000
SS,-58523,-19653843.371022,83.970408,23.552494
AE,-58523,-19653749.349099,173.970386,0.000000
WS,-58523,-19653657.534446,263.970456,-23.552552
VE,-58494,-19643342.095860,353.973172,0.000000
SS,-58494,-19643251.352373,83.973243,23.555828
AE,-58494,-19643157.337334,173.973221,0.000000
WS,-58494,-19643065.500328,263.973291,-23.555886
VE,-58465,-19632750.055148,353.976035,0.000000
SS,-58465,-19632659.333559,83.976106,23.559156
AE,-58465,-19632565.325608,173.976085,0.000000
WS,-58465,-19632473.466317,263.976155,-23.559215
VE,-58436,-19622158.014352,353.978927,0.000000
SS,-58436,-19622067.314577,83.978998,23.562479
AE,-58436,-19621973.313919,173.978978,0.000000
WS,-58436,-19621881.432414,263.979048,-23.562537
VE,-58407,-19611565.973473,353.981848,0.000000
SS,-58407,-19611475.295429,83.981919,23.565796
AE,-58407,-19611381.302265,173.981899,0.000000
WS,-58407,-19611289.398620,263.981969,-23.565854
VE,-58378,-19600973.932512,353.984797,0.000000
SS,-58378,-19600883.276114,83.984869,23.569106
AE,-58378,-19600789.290645,173.984849,0.000000
WS,-58378,-19600697.364935,263.984919,-23.569164
VE,-58349,-19590381.891471,353.987775,0.000000
SS,-58349,-19590291.256631,83.987847,23.572411
AE,-58349,-19590197.279058,173.987827,0.000000
WS,-58349,-19590105.331359,263.987898,-23.572469
VE,-58320,-19579789.850352,353.990781,0.000000
SS,-58320,-19579699.236981,83.990853,23.575710
AE,-58320,-19579605.267502,173.990834,0.000000
WS,-58320,-19579513.297894,263.990904,-23.575768
VE,-58291,-19569197.809156,353.993816,0.000000
SS,-58291,-19569107.217162,83.993888,23.579003
AE,-58291,-19569013.255977,173.993869,0.000000
WS,-58291,-19568921.264540,263.993940,-23.579061
VE,-58262,-19558605.767884,353.996879,0.000000
SS,-58262,-19558515.197175,83.996951,23.582290
AE,-58262,-19558421.244480,173.996932,0.000000
WS,-58262,-19558329.231297,263.997003,-23.582347
VE,-58233,-19548013.726537,353.999970,0.000000
SS,-58233,-19547923.177020,84.000042,23.585570
AE,-58233,-19547829.233011,174.000024,0.000000
WS,-58233,-19547737.198165,264.000095,-23.585628
VE,-58204,-19537421.685117,354.003089,0.000000
SS,-58204,-19537331.156696,84.003161,23.588844
AE,-58204,-19537237.221568,174.003143,0.000000
WS,-58204,-19537145.165146,264.003215,-23.588902
VE,-58175,-19526829.643626,354.006236,0.000000
SS,-58175,-19526739.136203,84.006308,23.592113
AE,-58175,-19526645.210149,174.006291,0.000000
WS,-58175,-19526553.132240,264.006362,-23.592170
VE,-58146,-19516237.602065,354.009411,0.000000
SS,-58146,-19516147.115541,84.009484,23.595374
AE,-58146,-19516053.198754,174.009466,0.000000
WS,-58146,-19515961.099446,264.009538,-23.595432
VE,-58117,-19505645.560435,354.012614,0.000000
SS,-58117,-19505555.094710,84.012687,23.598630
AE,-58117,-19505461.187380,174.012670,0.000000
WS,-58117,-19505369.066766,264.012742,-23.598687
VE,-58088,-19495053.518738,354.015845,0.000000
SS,-58088,-19494963.073709,84.015918,23.601879
AE,-58088,-19494869.176028,174.015901,0.000000
WS,-58088,-19494777.034200,264.015973,-23.601936
VE,-58059,-19484461.476975,354.019103,0.000000
SS,-58059,-19484371.052539,84.019176,23.605122
AE,-58059,-19484277.164694,174.019160,0.000000
WS,-58059,-19484185.001748,264.019232,-23.605179
VE,-58030,-19473869.435148,354.022389,0.000000
SS,-58030,-19473779.031199,84.022462,23.608358
AE,-58030,-19473685.153378,174.022447,0.000000
WS,-58030,-19473592.969411,264.022519,-23.608415
VE,-58001,-19463277.393257,354.025703,0.000000
SS,-58001,-19463187.009689,84.025776,23.611588
AE,-58001,-19463093.142078,174.025761,0.000000
WS,-58001,-19463000.937188,264.025833,-23.611645
VE,-57972,-19452685.351306,354.029044,0.000000
SS,-57972,-19452594.988010,84.029117,23.614811
AE,-57972,-19452501.130794,174.029102,0.000000
WS,-57972,-19452408.905082,264.029175,-23.614868
VE,-57943,-19442093.309294,354.032412,0.000000
SS,-57943,-19442002.966160,84.032486,23.618028
AE,-57943,-19441909.119523,174.032471,0.000000
WS,-57943,-19441816.873090,264.032544,-23.618084
VE,-57914,-19431501.267223,354.035808,0.000000
SS,-57914,-19431410.944141,84.035881,23.621238
AE,-57914,-19431317.108264,174.035867,0.000000
WS,-57914,-19431224.841215,264.035940,-23.621294
VE,-57885,-19420909.225095,354.039231,0.000000
SS,-57885,-19420818.921951,84.039305,23.624441
AE,-57885,-19420725.097017,174.039290,0.000000
WS,-57885,-19420632.809456,264.039364,-23.624497
VE,-57856,-19410317.182912,354.042681,0.000000
SS,-57856,-19410226.899592,84.042755,23.627638
AE,-57856,-19410133.085778,174.042741,0.000000
WS,-57856,-19410040.777814,264.042814,-23.627694
VE,-57827,-19399725.140674,354.046158,0.000000
SS,-57827,-19399634.877063,84.046232,23.630828
AE,-57827,-19399541.074548,174.046218,0.000000
WS,-57827,-19399448.746289,264.046292,-23.630884
VE,-57798,-19389133.098382,354.049662,0.000000
SS,-57798,-19389042.854363,84.049736,23.634011
AE,-57798,-19388949.063325,174.049723,0.000000
WS,-57798,-19388856.714880,264.049796,-23.634067
VE,-57769,-19378541.056040,354.053193,0.000000
SS,-57769,-19378450.831494,84.053267,23.637187
AE,-57769,-19378357.052108,174.053254,0.000000
WS,-57769,-19378264.683589,264.053328,-23.637243
VE,-57740,-19367949.013647,354.056750,0.000000
SS,-57740,-19367858.808454,84.056825,23.640357
AE,-57740,-19367765.040894,174.056812,0.000000
WS,-57740,-19367672.652416,264.056886,-23.640412
VE,-57711,-19357356.971206,354.060334,0.000000
SS,-57711,-19357266.785245,84.060409,23.643519
AE,-57711,-19357173.029683,174.060397,0.000000
WS,-57711,-19357080.621361,264.060471,-23.643575
VE,-57682,-19346764.928717,354.063945,0.000000
SS,-57682,-19346674.761866,84.064020,23.646675
AE,-57682,-19346581.018473,174.064008,0.000000
WS,-57682,-19346488.590423,264.064082,-23.646730
VE,-57653,-19336172.886182,354.067583,0.000000
SS,-57653,-19336082.738317,84.067657,23.649823
AE,-57653,-19335989.007264,174.067646,0.000000
WS,-57653,-19335896.559604,264.067720,-23.649878
VE,-57624,-19325580.843603,354.071247,0.000000
SS,-57624,-19325490.714599,84.071321,23.652965
AE,-57624,-19325396.996053,174.071310,0.000000
WS,-57624,-19325304.528903,264.071385,-23.653020
VE,-57595,-19314988.800981,354.074937,0.000000
SS,-57595,-19314898.690711,84.075012,23.656099
AE,-57595,-19314804.984839,174.075001,0.000000
WS,-57595,-19314712.498321,264.075076,-23.656154
VE,-57566,-19304396.758317,354.078653,0.000000
SS,-57566,-19304306.666653,84.078728,23.659226
AE,-57566,-19304212.973621,174.078718,0.000000
WS,-57566,-19304120.467858,264.078793,-23.659281
VE,-57537,-19293804.715613,354.082396,0.000000
SS,-57537,-19293714.642427,84.082471,23.662346
AE,-57537,-19293620.962398,174.082461,0.000000
WS,-57537,-19293528.437513,264.082536,-23.662401
VE,-57508,-19283212.672870,354.086165,-0.000000
SS,-57508,-19283122.618031,84.086240,23.665459
AE,-57508,-19283028.951168,174.086230,0.000000
WS,-57508,-19282936.407288,264.086305,-23.665514
VE,-57479,-19272620.630090,354.089959,0.000000
SS,-57479,-19272530.593466,84.090034,23.668565
AE,-57479,-19272436.939929,174.090025,0.000000
WS,-57479,-19272344.377181,264.090100,-23.668619
VE,-57450,-19262028.587274,354.093780,0.000000
SS,-57450,-19261938.568733,84.093855,23.671663
AE,-57450,-19261844.928681,174.093846,0.000000
WS,-57450,-19261752.347194,264.093922,-23.671718
VE,-57421,-19251436.544423,354.097626,-0.000000
SS,-57421,-19251346.543831,84.097702,23.674754
AE,-57421,-19251252.917423,174.097693,0.000000
WS,-57421,-19251160.317326,264.097769,-23.674809
VE,-57392,-19240844.501538,354.101498,0.000000
SS,-57392,-19240754.518761,84.101574,23.677838
AE,-57392,-19240660.906152,174.101566,0.000000
WS,-57392,-19240568.287577,264.101641,-23.677892
VE,-57363,-19230252.458622,354.105396,0.000000
SS,-57363,-19230162.493523,84.105472,23.680914
AE,-57363,-19230068.894868,174.105464,0.000000
WS,-57363,-19229976.257948,264.105540,-23.680968
VE,-57334,-19219660.415676,354.109319,0.000000
SS,-57334,-19219570.468117,84.109395,23.683983
AE,-57334,-19219476.883568,174.109387,0.000000
WS,-57334,-19219384.228438,264.109463,-23.684037
VE,-57305,-19209068.372700,354.113268,0.000000
SS,-57305,-19208978.442543,84.113344,23.687044
AE,-57305,-19208884.872253,174.113337,0.000000
WS,-57305,-19208792.199048,264.113413,-23.687098
VE,-57276,-19198476.329697,354.117242,0.000000
SS,-57276,-19198386.416803,84.117318,23.690098
AE,-57276,-19198292.860920,174.117311,0.000000
WS,-57276,-19198200.169777,264.117387,-23.690152
VE,-57247,-19187884.286667,354.121241,0.000000
SS,-57247,-19187794.390895,84.121317,23.693144
AE,-57247,-19187700.849568,174.121311,0.000000
WS,-57247,-19187608.140625,264.121387,-23.693198
VE,-57218,-19177292.243613,354.125266,0.000000
SS,-57218,-19177202.364820,84.125342,23.696183
AE,-57218,-19177108.838197,174.125336,0.000000
WS,-57218,-19177016.111593,264.125412,-23.696236
VE,-57189,-19166700.200534,354.129316,0.000000
SS,-57189,-19166610.338579,84.129392,23.699214
AE,-57189,-19166516.826803,174.129386,0.000000
WS,-57189,-19166424.082681,264.129462,-23.699267
VE,-57160,-19156108.157434,354.133390,0.000000
SS,-57160,-19156018.312173,84.133466,23.702237
AE,-57160,-19155924.815388,174.133461,0.000000
WS,-57160,-19155832.053887,264.133538,-23.702290
VE,-57131,-19145516.114313,354.137490,0.000000
SS,-57131,-19145426.285600,84.137566,23.705252
AE,-57131,-19145332.803948,174.137561,0.000000
WS,-57131,-19145240.025213,264.137638,-23.705305
VE,-57102,-19134924.071172,354.141614,-0.000000
SS,-57102,-19134834.258862,84.141690,23.708260
AE,-57102,-19134740.792482,174.141686,0.000000
WS,-57102,-19134647.996659,264.141762,-23.708313
VE,-57073,-19124332.028013,354.145763,0.000000
SS,-57073,-19124242.231959,84.145839,23.711260
AE,-57073,-19124148.780990,174.145835,0.000000
WS,-57073,-19124055.968223,264.145912,-23.711313
VE,-57044,-19113739.984837,354.149937,0.000000
SS,-57044,-19113650.204892,84.150013,23.714252
AE,-57044,-19113556.769471,174.150009,0.000000
WS,-57044,-19113463.939907,264.150086,-23.714305
VE,-57015,-19103147.941645,354.154135,0.000000
SS,-57015,-19103058.177660,84.154211,23.717236
AE,-57015,-19102964.757922,174.154208,0.000000
WS,-57015,-19102871.911710,264.154285,-23.717289
VE,-56986,-19092555.898440,354.158357,-0.000000
SS,-56986,-19092466.150265,84.158434,23.720213
AE,-56986,-19092372.746342,174.158431,0.000000
WS,-56986,-19092279.883631,264.158508,-23.720265
VE,-56957,-19081963.855222,354.162604,-0.000000
SS,-56957,-19081874.122706,84.162681,23.723181
AE,-56957,-19081780.734731,174.162678,0.000000
WS,-56957,-19081687.855671,264.162755,-23.723233
VE,-56928,-19071371.811992,354.166875,0.000000
SS,-56928,-19071282.094984,84.166952,23.726141
AE,-56928,-19071188.723087,174.166949,0.000000
WS,-56928,-19071095.827830,264.167027,-23.726193
VE,-56899,-19060779.768752,354.171171,-0.000000
SS,-56899,-19060690.067100,84.171248,23.729093
AE,-56899,-19060596.711409,174.171245,0.000000
WS,-56899,-19060503.800108,264.171323,-23.729145
VE,-56870,-19050187.725503,354.175490,0.000000
SS,-56870,-19050098.039054,84.175567,23.732038
AE,-56870,-19050004.699696,174.175565,0.000000
WS,-56870,-19049911.772503,264.175643,-23.732089
VE,-56841,-19039595.682246,354.179833,0.000000
SS,-56841,-19039506.010846,84.179910,23.734974
AE,-56841,-19039412.687946,174.179909,-0.000000
WS,-56841,-19039319.745017,264.179987,-23.735025
VE,-56812,-19029003.638984,354.184201,0.000000
SS,-56812,-19028913.982477,84.184278,23.737902
AE,-56812,-19028820.676157,174.184276,-0.000000
WS,-56812,-19028727.717648,264.184354,-23.737953
VE,-56783,-19018411.595716,354.188591,-0.000000
SS,-56783,-19018321.953948,84.188669,23.740822
AE,-56783,-19018228.664330,174.188668,-0.000000
WS,-56783,-19018135.690397,264.188746,-23.740873
VE,-56754,-19007819.552444,354.193006,0.000000
SS,-56754,-19007729.925258,84.193083,23.743733
AE,-56754,-19007636.652463,174.193083,0.000000
WS,-56754,-19007543.663264,264.193161,-23.743784
VE,-56725,-18997227.509171,354.197444,0.000000
SS,-56725,-18997137.896409,84.197522,23.746637
AE,-56725,-18997044.640553,174.197521,0.000000
WS,-56725,-18996951.636248,264.197599,-23.746687
VE,-56696,-18986635.465896,354.201906,-0.000000
SS,-56696,-18986545.867401,84.201983,23.749532
AE,-56696,-18986452.628602,174.201983,0.000000
WS,-56696,-18986359.609349,264.202062,-23.749582
VE,-56667,-18976043.422621,354.206391,0.000000
SS,-56667,-18975953.838235,84.206468,23.752418
AE,-56667,-18975860.616606,174.206469,0.000000
WS,-56667,-18975767.582567,264.206547,-23.752469
VE,-56638,-18965451.379348,354.210899,0.000000
SS,-56638,-18965361.808910,84.210977,23.755297
AE,-56638,-18965268.604565,174.210977,-0.000000
WS,-56638,-18965175.555901,264.211056,-23.755347
VE,-56609,-18954859.336077,354.215431,0.000000
SS,-56609,-18954769.779429,84.215508,23.758167
AE,-56609,-18954676.592478,174.215509,-0.000000
WS,-56609,-18954583.529351,264.215588,-23.758217
VE,-56580,-18944267.292810,354.219985,-0.000000
SS,-56580,-18944177.749790,84.220063,23.761028
AE,-56580,-18944084.580343,174.220064,-0.000000
WS,-56580,-18943991.502917,264.220143,-23.761078
VE,-56551,-18933675.249549,354.224563,0.000000
SS,-56551,-18933585.719996,84.224641,23.763881
AE,-56551,-18933492.568160,174.224642,0.000000
WS,-56551,-18933399.476599,264.224721,-23.763931
VE,-56522,-18923083.206294,354.229163,0.000000
SS,-56522,-18922993.690045,84.229241,23.766726
AE,-56522,-18922900.555927,174.229243,0.000000
WS,-56522,-18922807.450396,264.229322,-23.766776
VE,-56493,-18912491.163046,354.233787,-0.000000
SS,-56493,-18912401.659940,84.233864,23.769562
AE,-56493,-18912308.543643,174.233866,0.000000
WS,-56493,-18912215.424308,264.233946,-23.769611
VE,-56464,-18901899.119807,354.238432,0.000000
SS,-56464,-18901809.629680,84.238510,23.772389
AE,-56464,-18901716.531307,174.238513,-0.000000
WS,-56464,-18901623.398335,264.238592,-23.772439
VE,-56435,-18891307.076579,354.243101,-0.000000
SS,-56435,-18891217.599267,84.243179,23.775208
AE,-56435,-18891124.518918,174.243182,-0.000000
WS,-56435,-18891031.372476,264.243261,-23.775257
VE,-56406,-18880715.033361,354.247792,0.000000
SS,-56406,-18880625.568700,84.247870,23.778018
AE,-56406,-18880532.506474,174.247873,-0.000000
WS,-56406,-18880439.346731,264.247952,-23.778067
VE,-56377,-18870122.990157,354.252505,0.000000
SS,-56377,-18870033.537981,84.252583,23.780819
AE,-56377,-18869940.493975,174.252587,0.000000
WS,-56377,-18869847.321100,264.252666,-23.780869
VE,-56348,-18859530.946966,354.257241,0.000000
SS,-56348,-18859441.507111,84.257319,23.783612
AE,-56348,-18859348.481420,174.257323,-0.000000
WS,-56348,-18859255.295582,264.257402,-23.783661
VE,-56319,-18848938.903789,354.261999,-0.000000
SS,-56319,-18848849.476089,84.262077,23.786396
AE,-56319,-18848756.468807,174.262081,-0.000000
WS,-56319,-18848663.270176,264.262161,-23.786445
VE,-56290,-18838346.860629,354.266779,0.000000
SS,-56290,-18838257.444916,84.266857,23.789171
AE,-56290,-18838164.456135,174.266861,-0.000000
WS,-56290,-18838071.244883,264.266941,-23.789220
VE,-56261,-18827754.817486,354.271581,-0.000000
SS,-56261,-18827665.413594,84.271659,23.791938
AE,-56261,-18827572.443404,174.271664,-0.000000
WS,-56261,-18827479.219702,264.271744,-23.791986
VE,-56232,-18817162.774362,354.276405,0.000000
SS,-56232,-18817073.382123,84.276483,23.794695
AE,-56232,-18816980.430612,174.276488,-0.000000
WS,-56232,-18816887.194633,264.276568,-23.794744
VE,-56203,-18806570.731257,354.281250,0.000000
SS,-56203,-18806481.350503,84.281328,23.797444
AE,-56203,-18806388.417758,174.281334,-0.000000
WS,-56203,-18806295.169675,264.281414,-23.797492
VE,-56174,-18795978.688172,354.286117,0.000000
SS,-56174,-18795889.318736,84.286196,23.800184
AE,-56174,-18795796.404841,174.286201,-0.000000
WS,-56174,-18795703.144828,264.286282,-23.800232
VE,-56145,-18785386.645110,354.291006,-0.000000
SS,-56145,-18785297.286822,84.291085,23.802915
AE,-56145,-18785204.391860,174.291091,-0.000000
WS,-56145,-18785111.120090,264.291171,-23.802962
VE,-56116,-18774794.602070,354.295917,0.000000
SS,-56116,-18774705.254762,84.295995,23.805636
AE,-56116,-18774612.378814,174.296001,-0.000000
WS,-56116,-18774519.095463,264.296082,-23.805684
VE,-56087,-18764202.559055,354.300848,0.000000
SS,-56087,-18764113.222556,84.300927,23.808349
AE,-56087,-18764020.365703,174.300933,-0.000000
WS,-56087,-18763927.070945,264.301014,-23.808397
VE,-56058,-18753610.516065,354.305801,-0.000000
SS,-56058,-18753521.190205,84.305880,23.811053
AE,-56058,-18753428.352524,174.305887,-0.000000
WS,-56058,-18753335.046536,264.305967,-23.811100
VE,-56029,-18743018.473101,354.310776,0.000000
SS,-56029,-18742929.157710,84.310854,23.813748
AE,-56029,-18742836.339277,174.310861,-0.000000
WS,-56029,-18742743.022236,264.310942,-23.813795
VE,-56000,-18732426.430164,354.315771,0.000000
SS,-56000,-18732337.125073,84.315849,23.816433
AE,-56000,-18732244.325961,174.315857,-0.000000
WS,-56000,-18732150.998043,264.315937,-23.816480
VE,-55971,-18721834.387257,354.320787,-0.000000
SS,-55971,-18721745.092292,84.320866,23.819110
AE,-55971,-18721652.312576,174.320873,-0.000000
WS,-55971,-18721558.973958,264.320954,-23.819156
VE,-55942,-18711242.344378,354.325824,-0.000000
SS,-55942,-18711153.059370,84.325903,23.821777
AE,-55942,-18711060.299119,174.325911,-0.000000
WS,-55942,-18710966.949979,264.325991,-23.821824
VE,-55913,-18700650.301531,354.330882,-0.000000
SS,-55913,-18700561.026308,84.330960,23.824435
AE,-55913,-18700468.285591,174.330969,-0.000000
WS,-55913,-18700374.926108,264.331050,-23.824481
VE,-55884,-18690058.258715,354.335960,-0.000000
SS,-55884,-18689968.993105,84.336039,23.827083
AE,-55884,-18689876.271990,174.336048,-0.000000
WS,-55884,-18689782.902341,264.336129,-23.827130
VE,-55855,-18679466.215932,354.341059,0.000000
SS,-55855,-18679376.959763,84.341138,23.829723
AE,-55855,-18679284.258315,174.341147,-0.000000
WS,-55855,-18679190.878681,264.341228,-23.829769
VE,-55826,-18668874.173182,354.346179,-0.000000
SS,-55826,-18668784.926282,84.346257,23.832353
AE,-55826,-18668692.244566,174.346267,-0.000000
WS,-55826,-18668598.855125,264.346348,-23.832399
VE,-55797,-18658282.130468,354.351319,0.000000
SS,-55797,-18658192.892664,84.351397,23.834974
AE,-55797,-18658100.230741,174.351407,-0.000000
WS,-55797,-18658006.831673,264.351488,-23.835020
VE,-55768,-18647690.087790,354.356479,-0.000000
SS,-55768,-18647600.858909,84.356557,23.837586
AE,-55768,-18647508.216840,174.356567,-0.000000
WS,-55768,-18647414.808325,264.356648,-23.837631
VE,-55739,-18637098.045148,354.361659,-0.000000
SS,-55739,-18637008.825018,84.361737,23.840188
AE,-55739,-18636916.202861,174.361748,-0.000000
WS,-55739,-18636822.785080,264.361829,-23.840233
VE,-55710,-18626506.002545,354.366859,0.000000
SS,-55710,-18626416.790991,84.366938,23.842780
AE,-55710,-18626324.188804,174.366948,-0.000000
WS,-55710,-18626230.761937,264.367029,-23.842826
VE,-55681,-18615913.959981,354.372079,-0.000000
SS,-55681,-18615824.756831,84.372158,23.845363
AE,-55681,-18615732.174668,174.372169,-0.000000
WS,-55681,-18615638.738897,264.372250,-23.845409
VE,-55652,-18605321.917456,354.377319,-0.000000
SS,-55652,-18605232.722536,84.377398,23.847937
AE,-55652,-18605140.160452,174.377409,-0.000000
WS,-55652,-18605046.715958,264.377490,-23.847982
VE,-55623,-18594729.874973,354.382578,-0.000000
SS,-55623,-18594640.688110,84.382657,23.850501
AE,-55623,-18594548.146155,174.382669,-0.000000
WS,-55623,-18594454.693119,264.382750,-23.850546
VE,-55594,-18584137.832531,354.387858,0.000000
SS,-55594,-18584048.653551,84.387936,23.853056
AE,-55594,-18583956.131777,174.387948,-0.000000
WS,-55594,-18583862.670381,264.388030,-23.853101
VE,-55565,-18573545.790132,354.393156,-0.000000
SS,-55565,-18573456.618862,84.393235,23.855601
AE,-55565,-18573364.117316,174.393247,-0.000000
WS,-55565,-18573270.647742,264.393329,-23.855646
VE,-55536,-18562953.747778,354.398474,-0.000000
SS,-55536,-18562864.584042,84.398553,23.858136
AE,-55536,-18562772.102772,174.398566,-0.000000
WS,-55536,-18562678.625203,264.398647,-23.858181
