JD;Date;Time;Year;Mercury Perihelion;Mercury Asc Node;Mercury Arg Peri;Mercury Ecliptic Inclination;Mercury Asc Node InvPlane;Mercury Asc Node InvPlane MaxIncl;Mercury Inclination Phase Angle;Mercury InvPlane Inclination;Mercury arcsec / century;Mercury Precession Fluctuation;Venus Perihelion;Venus Asc Node;Venus Arg Peri;Venus Ecliptic Inclination;Venus Asc Node InvPlane;Venus Asc Node InvPlane MaxIncl;Venus Inclination Phase Angle;Venus InvPlane Inclination;Venus arcsec / century;Venus Precession Fluctuation;EARTH LONGITUDE FORMULA;EARTH ERD HELPER;EARTH Eccentricity;EARTH OBLIQUITY (deg);Earth Perihelion;Earth Asc Node InvPlane;Earth Asc Node InvPlane MaxIncl;Earth InvPlane Inclination;Earth arcsec / century;Earth Precession Fluctuation;Mars Perihelion;Mars Asc Node;Mars Arg Peri;Mars Ecliptic Inclination;Mars Asc Node InvPlane;Mars Asc Node InvPlane MaxIncl;Mars Inclination Phase Angle;Mars InvPlane Inclination;Mars arcsec / century;Mars Precession Fluctuation;Jupiter Perihelion;Jupiter Asc Node;Jupiter Arg Peri;Jupiter Ecliptic Inclination;Jupiter Asc Node InvPlane;Jupiter Asc Node InvPlane MaxIncl;Jupiter Inclination Phase Angle;Jupiter InvPlane Inclination;Jupiter arcsec / century;Jupiter Precession Fluctuation;Saturn Perihelion;Saturn Asc Node;Saturn Arg Peri;Saturn Ecliptic Inclination;Saturn Asc Node InvPlane;Saturn Asc Node InvPlane MaxIncl;Saturn Inclination Phase Angle;Saturn InvPlane Inclination;Saturn arcsec / century;Saturn Precession Fluctuation;Uranus Perihelion;Uranus Asc Node;Uranus Arg Peri;Uranus Ecliptic Inclination;Uranus Asc Node InvPlane;Uranus Asc Node InvPlane MaxIncl;Uranus Inclination Phase Angle;Uranus InvPlane Inclination;Uranus arcsec / century;Uranus Precession Fluctuation;Neptune Perihelion;Neptune Asc Node;Neptune Arg Peri;Neptune Ecliptic Inclination;Neptune Asc Node InvPlane;Neptune Asc Node InvPlane MaxIncl;Neptune Inclination Phase Angle;Neptune InvPlane Inclination;Neptune arcsec / century;Neptune Precession Fluctuation;;;;INPUT ICRF YEARS;111;333888
-108341031;-301344;12:00:00;-301334;348,342973;48,176543;300,16643;6,26854;303,117682;203,3195;99,798182;6,357126;535,5210811;1,809177688;326,182333;76,263785;249,918549;4,377858;251,168248;203,3195;47,848748;3,763663;1257,768649;1063,691593;270,1000374;0,003428616;0,0138984;23,445854;270,000028;23,319488;203,3195;0,847743;7454,99027;1244,524485;356,160383;48,962271;307,198112;0,535085;17,594815;203,3195;174,275315;1,371877;1560,12973;-121,8714204;180,083098;169,316286;10,766812;0,950843;117,572479;203,3195;274,252979;0,372329;1787,322162;-153,4483956;187,34786;113,111544;74,236316;1,617585;215,318033;23,3195;191,998533;0,778735;-2855,52973;249,7031627;268,655565;75,812397;192,843168;0,368815;46,609488;203,3195;203,289988;0,932566;1268,802162;104,3398275;242,625383;131,174926;111,450458;0,300819;28,508248;203,3195;185,188748;0,553383;208,7156757;14,6386199;;;;533,7119034;242827,6364;
-108300490;-301231;12:00:00;-301223;348,508092;48,176028;300,332065;6,271382;303,282243;203,3195;99,962743;6,357092;535,5210811;1,809177688;326,570145;76,262393;250,307752;4,379874;251,228087;203,3195;47,908587;3,762845;1257,768649;1063,691593;272,3955074;0,003428616;0,01389928;23,445434;272,29865;23,678522;203,3195;0,847757;7454,99027;1244,524485;356,641423;48,958525;307,682899;0,532568;18,113434;203,3195;174,793934;1,369946;1560,12973;-121,8714204;180,634189;169,312673;11,321515;0,952829;118,17087;203,3195;274,85137;0,373611;1787,322162;-153,4483956;186,467405;113,109754;73,357651;1,61889;214,360607;23,3195;191,041107;0,77818;-2855,52973;249,7031627;269,046779;75,818445;193,228334;0,368912;46,968522;203,3195;203,649022;0,932798;1268,802162;104,3398275;242,689737;131,174457;111,51528;0,300108;28,568087;203,3195;185,248587;0,553392;208,7156757;14,6386199;;;;194,0770558;667776;
-108259948;-301119;12:00:00;-301112;348,676281;48,174587;300,501694;6,274223;303,446805;203,3195;100,127305;6,357058;545,4778378;11,76593445;326,944885;76,258506;250,686379;4,381894;251,287928;203,3195;47,968428;3,762027;1215,372973;1021,295917;274,6879973;0,003401768;0,0139019;23,444864;274,594274;24,037566;203,3195;0,847796;7445,267027;1234,801242;357,123571;48,953495;308,170075;0,530221;18,632052;203,3195;175,312552;1,368198;1563,723243;-118,2779068;181,184909;169,30333;11,88158;0,954844;118,769276;203,3195;275,449776;0,374891;1786,118919;-154,6516389;185,587379;113,104755;72,482624;1,62005;213,403158;23,3195;190,083658;0,77767;-2854,138378;251,0945141;269,437947;75,835333;193,602615;0,369009;47,327566;203,3195;204,008066;0,933033;1268,652973;104,1906383;242,753859;131,1673;111,586559;0,299463;28,627928;203,3195;185,308428;0,553401;207,9632432;13,88618746;;;;6210,465785;20868;
-108219406;-301008;12:00:00;-301001;348,847385;48,172223;300,675162;6,277063;303,611367;203,3195;100,291867;6,357024;554,9318919;21,2199885;327,301707;76,252126;251,04958;4,383917;251,347768;203,3195;48,028268;3,761208;1157,260541;963,1834848;276,9761432;0,003362633;0,01390627;23,444145;276,885418;24,396609;203,3195;0,847859;7430,737297;1220,271512;357,606801;48,946372;308,660429;0,528045;19,150671;203,3195;175,831171;1,366633;1567,232432;-114,7687177;181,735276;169,286604;12,448672;0,956887;119,367682;203,3195;276,048182;0,376171;1784,974054;-155,7965037;184,707724;113,096549;71,611175;1,621066;212,445708;23,3195;189,126208;0,777207;-2852,935135;252,2977573;269,829044;75,863056;193,965989;0,369107;47,686609;203,3195;204,367109;0,933272;1268,422703;103,960368;242,817713;131,15678;111,660934;0,298883;28,687768;203,3195;185,368268;0,55341;207,0940541;13,01699827;;;;1682,00115;77051,07692;
-108178864;-300926;12:00:00;-300890;349,021222;48,168935;300,852287;6,279904;303,775928;203,3195;100,456428;6,35699;563,7956757;30,08377228;327,635985;76,243255;251,39273;4,385943;251,407609;203,3195;48,088109;3,760388;1084,144865;890,0678091;279,2586104;0,003311474;0,01391239;23,443276;279,170688;24,755653;203,3195;0,847948;7411,686486;1201,220702;358,091081;48,933304;309,157777;0,52604;19,669289;203,3195;176,349789;1,365251;1570,637838;-111,3633122;182,285324;169,262532;13,022792;0,95896;119,966088;203,3195;276,646588;0,377448;1783,939459;-156,8310983;183,828367;113,085139;70,743228;1,621939;211,488259;23,3195;188,168759;0,776789;-2851,968649;253,2642438;270,220053;75,901604;194,318449;0,369206;48,045653;203,3195;204,726153;0,933514;1268,137297;103,6749626;242,881271;131,145115;111,736156;0,298369;28,747609;203,3195;185,428109;0,553419;206,1340541;12,05699827;;;;1940,770558;66777,6;
-108138322;-300814;12:00:00;-300779;349,197578;48,164725;301,032853;6,282746;303,940486;203,3195;100,620986;6,356956;571,9654054;38,25350201;327,943438;76,231895;251,711543;4,387974;251,467449;203,3195;48,147949;3,759568;997,1448649;803,0678091;281,5341023;0,003248633;0,01392023;23,442257;281,448745;25,114697;203,3195;0,848061;7388,292973;1177,827188;358,576355;48,915536;309,660819;0,524207;20,187895;203,3195;176,868395;1,364052;1573,861622;-108,1395285;182,835091;169,233173;13,601919;0,961061;120,564494;203,3195;277,244994;0,378725;1783,028108;-157,7424497;182,94924;113,070528;69,878712;1,622668;210,530809;23,3195;187,211309;0,776417;-2851,222703;254,0101898;270,610958;75,950966;194,659993;0,369306;48,404697;203,3195;205,085197;0,933759;1267,8;103,3376653;242,944508;131,12802;111,816488;0,297922;28,807449;203,3195;185,487949;0,553428;205,092973;11,01591719;;;;-3105,232892;-41736;
-108097780;-300702;12:00:00;-300668;349,376232;48,159595;301,216637;6,285587;304,105048;203,3195;100,785548;6,356922;579,4183784;45,70647499;328,220265;76,21805;252,002216;4,390008;251,52729;203,3195;48,20779;3,758746;897,8172973;703,7402415;283,8013684;0,003174527;0,01392979;23,44109;283,718302;25,47374;203,3195;0,8482;7360,725405;1150,25962;359,062596;48,89532;310,167276;0,522546;20,706514;203,3195;177,387014;1,363036;1576,997838;-105,0033122;183,384622;169,19705;14,187572;0,96319;121,1629;203,3195;277,8434;0,379999;1782,262703;-158,5078551;182,070279;113,052721;69,017558;1,623254;209,57336;23,3195;186,25386;0,776092;-2850,684324;254,5485681;271,001745;76,011126;194,990619;0,369407;48,76374;203,3195;205,44424;0,934007;1267,417297;102,9549626;243,007406;131,108564;111,898842;0,297542;28,86729;203,3195;185,54779;0,553437;203,9935135;9,916457734;;;;1164,462335;111296;
-108057238;-300591;12:00:00;-300557;349,556928;48,153545;301,403383;6,28843;304,269609;203,3195;100,950109;6,356888;586,0410811;52,32917769;328,463292;76,201724;252,261569;4,392046;251,587131;203,3195;48,267631;3,757924;788,1956757;594,1186199;286,0592123;0,003089642;0,01394105;23,439775;285,978143;25,832784;203,3195;0,848363;7329,214054;1118,748269;359,549733;48,872097;310,677636;0,521057;21,225132;203,3195;177,905632;1,362203;1579,903784;-102,0973663;183,933962;169,154446;14,779516;0,965347;121,761306;203,3195;278,441806;0,381272;1781,643243;-159,1273145;181,191423;113,031723;68,1597;1,623697;208,61591;23,3195;185,29641;0,775812;-2850,343784;254,8891087;271,392399;76,082065;195,310335;0,369508;49,122784;203,3195;205,803284;0,934259;1266,985946;102,5236113;243,069951;131,085315;111,984637;0,297228;28,927131;203,3195;185,607631;0,553447;202,8486486;8,771592869;;;;194,0770558;667776;
-108016696;-300479;12:00:00;-300446;349,739401;48,146577;301,592824;6,291274;304,434171;203,3195;101,114671;6,356854;591,8043243;58,09242093;328,670116;76,182923;252,487193;4,394088;251,646971;203,3195;48,327471;3,757101;670,7805405;476,7034848;288,3064984;0,002994527;0,01395401;23,438311;288,227126;26,191827;203,3195;0,848551;7293,998919;1083,533134;0,037702;48,844941;311,192762;0,519741;21,743751;203,3195;178,424251;1,361554;1582,602162;-99,39898792;184,483161;169,104467;15,378694;0,967533;122,359712;203,3195;279,040212;0,382543;1781,185946;-159,5846118;180,312619;113,007542;67,305076;1,623997;207,65846;23,3195;184,33896;0,775579;-2850,175135;255,0577573;271,782909;76,163759;195,61915;0,36961;49,481827;203,3195;206,162327;0,934514;1266,518919;102,0565842;243,132136;131,056177;112,075958;0,296982;28,986971;203,3195;185,667471;0,553456;201,6810811;7,604025302;;;;;;
-107976155;-300366;12:00:00;-300335;349,923375;48,138695;301,784681;6,294119;304,598733;203,3195;101,279233;6,35682;596,6724324;62,96052904;328,839236;76,161653;252,677583;4,396135;251,70681;203,3195;48,38731;3,756278;548,4972973;354,4202415;290,5421589;0,002889792;0,01396863;23,4367;290,464136;26,550862;203,3195;0,848764;7255,167568;1044,701783;0,526433;48,816327;311,710106;0,518599;22,262369;203,3195;178,942869;1,361088;1585,073514;-96,92763657;185,032258;169,048069;15,98419;0,969746;122,958103;203,3195;279,638603;0,383811;1780,855135;-159,9154227;179,433834;112,980186;66,453648;1,624154;206,701034;23,3195;183,381534;0,775392;-2850,113514;255,119379;272,173252;76,25618;195,917072;0,369713;49,840862;203,3195;206,521362;0,934772;1265,977297;101,5149626;243,193956;131,024958;112,168998;0,296803;29,04681;203,3195;185,72731;0,553466;200,4972973;6,420241518;;;;;;
-107935613;-300254;12:00:00;-300224;350,108569;48,1299;301,978669;6,296965;304,763294;203,3195;101,443794;6,356786;600,6291892;66,9172858;328,97018;76,13792;252,83226;4,398186;251,766651;203,3195;48,447151;3,755453;424,6832432;230,6061875;292,7651993;0,002776097;0,0139849;23,434942;292,68831;26,909906;203,3195;0,849001;7213,537297;1003,071512;1,015851;48,781896;312,233955;0,517629;22,780988;203,3195;179,461488;1,360806;1587,301622;-94,69952846;185,581334;168,987185;16,594149;0,971987;123,556509;203,3195;280,237009;0,385078;1780,787027;-159,9835308;178,554977;112,949661;65,605316;1,624168;205,743585;23,3195;182,424085;0,775251;-2850,347027;254,8858654;272,563438;76,359306;196,204133;0,369816;50,199906;203,3195;206,880406;0,935034;1265,468108;101,0057734;243,255419;130,990715;112,264705;0,296692;29,106651;203,3195;185,787151;0,553475;199,3394595;5,26240368;;;;;;
-107895071;-300143;12:00:00;-300113;350,294695;48,120195;302,1745;6,299813;304,927856;203,3195;101,608356;6,356752;603,6518919;69,9399885;329,063565;76,111732;252,951833;4,400241;251,826492;203,3195;48,506992;3,754628;302,8702703;108,7932145;294,9747039;0,002654153;0,0140028;23,433055;294,898711;27,268949;203,3195;0,849264;7168,868108;958,4023232;1,505879;48,743099;312,762779;0,516834;23,299606;203,3195;179,980106;1,360707;1589,28;-92,72115009;186,130432;168,917345;17,213087;0,974256;124,154915;203,3195;280,835415;0,386342;1780,858378;-159,9121794;177,676021;112,915979;64,760042;1,62404;204,786135;23,3195;181,466635;0,775156;-2850,668108;254,5647844;272,953449;76,473099;196,48035;0,36992;50,558949;203,3195;207,239449;0,935299;1264,900541;100,4382059;243,316532;130,951363;112,365169;0,296649;29,166492;203,3195;185,846992;0,553485;198,2043243;4,127268545;;;;;;
-107854529;-300031;12:00:00;-300002;350,481469;48,109583;302,371886;6,302663;305,092417;203,3195;101,772917;6,356718;605,7535135;72,04161012;329,121144;76,083098;253,038047;4,402302;251,886332;203,3195;48,566832;3,753802;186,7427027;-7,334353076;297,1698401;0,002524708;0,01402229;23,431006;297,094553;27,627993;203,3195;0,849551;7121,64973;911,1839448;1,996439;48,701048;313,295391;0,516213;23,818225;203,3195;180,498725;1,360792;1591,005405;-90,99574468;186,679609;168,839624;17,839984;0,976552;124,753321;203,3195;281,433821;0,387603;1781,114595;-159,6559632;176,796922;112,87915;63,917772;1,623769;203,828686;23,3195;180,509186;0,775109;-2851,131892;254,1010006;273,343277;76,597522;196,745755;0,370025;50,917993;203,3195;207,598493;0,935567;1264,307027;99,84469235;243,37731;130,909655;112,467654;0,296674;29,226332;203,3195;185,906832;0,553495;197,1178378;3,040782059;;;;;;
-107813987;-299919;12:00:00;-299891;350,668608;48,098068;302,570539;6,305515;305,256975;203,3195;101,937475;6,356684;606,9372973;73,2253939;329,145789;76,052026;253,093763;4,404367;251,946173;203,3195;48,626673;3,752976;79,92972973;-114,147326;299,349862;0,002388543;0,01404335;23,428812;299,275145;27,987036;203,3195;0,849864;7072,19027;861,7244853;2,487439;48,654471;313,832968;0,515766;24,33683;203,3195;181,01733;1,36106;1592,432432;-89,56871765;187,228922;168,75778;18,471142;0,978875;125,351727;203,3195;282,032227;0,388862;1781,555676;-159,2148821;175,917634;112,839186;63,078447;1,623355;202,871236;23,3195;179,551736;0,775107;-2851,744865;253,4880276;273,732915;76,732537;197,000378;0,370131;51,277036;203,3195;207,957536;0,935838;1263,690811;99,22847614;243,43777;130,865349;112,572421;0,296767;29,286173;203,3195;185,966673;0,553505;196,0864865;2,009430707;;;;;;
-107773445;-299807;12:00:00;-299780;350,855846;48,085654;302,770192;6,308369;305,421537;203,3195;102,102037;6,35665;607,2583784;73,54647499;329,1414;76,018525;253,122874;4,406437;252,006013;203,3195;48,686513;3,752148;-14,23459459;-208,3116504;301,5141133;0,002246466;0,01406594;23,426473;301,439894;28,34608;203,3195;0,850201;7020,807568;810,3417826;2,978826;48,608262;314,370564;0,515493;24,855449;203,3195;181,535949;1,361512;1593,687568;-88,31358252;187,778429;168,67116;19,107269;0,981225;125,950133;203,3195;282,630633;0,390118;1782,184865;-158,5856929;175,038112;112,796099;62,242013;1,622798;201,913787;23,3195;178,594287;0,775152;-2852,503784;252,7291087;274,122359;76,878103;197,244256;0,370237;51,63608;203,3195;208,31658;0,936113;1263,061622;98,59928695;243,497937;130,814517;112,683421;0,296927;29,346013;203,3195;186,026513;0,553515;195,1362162;1,059160437;;;;;;
-107732903;-299696;12:00:00;-299669;351,042919;48,072343;302,970576;6,311226;305,586098;203,3195;102,266598;6,356616;606,7232432;73,01133985;329,112763;75,982608;253,130154;4,408513;252,065854;203,3195;48,746354;3,75132;-92,87675676;-286,9538125;303,6620289;0,002099297;0,01409005;23,42399;303,588304;28,705124;203,3195;0,850563;6967,816216;757,3504313;3,470509;48,558961;314,911548;0,515396;25,374067;203,3195;182,054567;1,362147;1594,647568;-87,35358252;188,328188;168,576471;19,751717;0,983602;126,548539;203,3195;283,229039;0,391371;1783,002162;-157,7683956;174,158313;112,749904;61,408409;1,622098;200,956337;23,3195;177,636837;0,775243;-2853,402162;251,8307303;274,511604;77,03417;197,477434;0,370344;51,995124;203,3195;208,675624;0,936391;1262,416216;97,95388154;243,557839;130,761028;112,796811;0,297156;29,405854;203,3195;186,086354;0,553525;194,2767568;0,199700978;;;;;;
-107692361;-299584;12:00:00;-299558;351,229579;48,058142;303,171437;6,314086;305,75066;203,3195;102,43116;6,356582;605,3837838;71,67188039;329,065341;75,944286;253,121055;4,410593;252,125695;203,3195;48,806195;3,750491;-153,8010811;-347,8781369;305,7931367;0,001947876;0,01411562;23,421365;305,719974;29,064167;203,3195;0,850949;6913,524324;703,0585394;3,962415;48,502394;315,460021;0,515473;25,892686;203,3195;182,573186;1,362965;1595,370811;-86,63033928;188,878256;168,475544;20,402712;0,986005;127,146945;203,3195;283,827445;0,392621;1784,004324;-156,7662335;173,278191;112,700615;60,577576;1,621255;199,998887;23,3195;176,679387;0,775381;-2854,44973;250,7831627;274,900648;77,200688;197,69996;0,370452;52,354167;203,3195;209,034667;0,936672;1261,764324;97,30198965;243,617506;130,706049;112,911457;0,297453;29,465695;203,3195;186,146195;0,553535;193,5145946;-0,562461185;;;;;;
-107651819;-299472;12:00:00;-299447;351,415593;48,043053;303,37254;6,316948;305,915222;203,3195;102,595722;6,356549;603,2886486;69,57674526;329,00502;75,903571;253,101449;4,412679;252,185535;203,3195;48,866035;3,749661;-195,6356757;-389,7127315;307,9070577;0,001793039;0,01414263;23,418597;307,834597;29,423211;203,3195;0,851361;6858,236757;647,7709718;4,454471;48,44359;316,01088;0,515726;26,411305;203,3195;183,091805;1,363967;1595,857297;-86,14385279;189,428688;168,368839;21,059849;0,988435;127,745351;203,3195;284,425851;0,393868;1785,184865;-155,5856929;172,397699;112,648249;59,749451;1,620268;199,041438;23,3195;175,721938;0,775565;-2855,64973;249,5831627;275,28949;77,377606;197,911884;0,37056;52,713211;203,3195;209,393711;0,936956;1261,109189;96,64685451;243,676972;130,645688;113,031285;0,297817;29,525535;203,3195;186,206035;0,553546;192,8627027;-1,214353076;;;;;;
-107611278;-299359;12:00:00;-299336;351,600748;48,027082;303,573666;6,319814;306,079783;203,3195;102,760283;6,356515;600,5027027;66,79079931;328,937822;75,860475;253,077347;4,414771;252,245374;203,3195;48,925874;3,748831;-217,9394595;-412,0165152;310,0035053;0,001635621;0,01417104;23,415688;309,931905;29,782246;203,3195;0,851797;6802,08;591,6142151;4,946609;48,382901;316,563708;0,516154;26,929923;203,3195;183,610423;1,365152;1596,123243;-85,87790684;189,979525;168,256;21,723525;0,990891;128,343743;203,3195;285,024243;0,395111;1786,498378;-154,2721794;171,516811;112,592821;58,923991;1,619137;198,084012;23,3195;174,764512;0,775796;-2856,934054;248,2988384;275,678119;77,564864;198,113255;0,37067;53,072246;203,3195;209,752746;0,937243;1260,418378;95,9560437;243,736274;130,580705;113,155568;0,29825;29,585374;203,3195;186,265874;0,553556;192,3308108;-1,746244968;;;;;;
-107570736;-299248;12:00:00;-299225;351,784848;48,010234;303,774614;6,322684;306,244345;203,3195;102,924845;6,356481;597,0810811;63,36917769;328,869606;75,815013;253,054593;4,416868;252,305215;203,3195;48,985715;3,747999;-221,2410811;-415,3181369;312,0822845;0,001476447;0,0142008;23,412639;312,011873;30,141289;203,3195;0,852258;6745,842162;535,3763772;5,438768;48,316154;317,122614;0,516757;27,448542;203,3195;184,129042;1,36652;1596,191351;-85,80979873;190,530846;168,136267;22,39458;0,993374;128,942149;203,3195;285,622649;0,396351;1788,068108;-152,7024497;170,635434;112,534348;58,101085;1,617861;197,126562;23,3195;173,807062;0,776072;-2858,52;246,7128925;276,066555;77,76241;198,304145;0,37078;53,431289;203,3195;210,111789;0,937534;1259,792432;95,33009776;243,795451;130,514731;113,28072;0,29875;29,645215;203,3195;186,325715;0,553567;191,9254054;-2,151650374;;;;;;
-107530194;-299136;12:00:00;-299114;351,967721;47,992515;303,975206;6,325557;306,408907;203,3195;103,089407;6,356447;593,1016216;59,38971823;328,805794;75,767198;253,038596;4,418971;252,365055;203,3195;49,045555;3,747167;-206,9578378;-401,0348936;314,1432897;0,001316321;0,01423188;23,40945;314,074401;30,500333;203,3195;0,852743;6689,28;478,8142151;5,930887;48,247342;317,683545;0,517536;27,96716;203,3195;184,64766;1,368072;1596,061622;-85,93952846;191,082688;168,010143;23,072546;0,995882;129,540555;203,3195;286,221055;0,397588;1789,757838;-151,01272;169,753536;112,472851;57,280685;1,616442;196,169113;23,3195;172,849613;0,776395;-2860,20973;245,0231627;276,45479;77,970174;198,484616;0,370891;53,790333;203,3195;210,470833;0,937827;1259,140541;94,67820587;243,854544;130,444797;113,409747;0,299318;29,705055;203,3195;186,385555;0,553577;191,652973;-2,424082806;;;;;;
-107489652;-299024;12:00:00;-299003;352,149213;47,97393;304,175283;6,328434;306,573468;203,3195;103,253968;6,356413;588,6227027;54,91079931;328,751123;75,717047;253,034075;4,421079;252,424896;203,3195;49,105396;3,746335;-177,3113514;-371,3884071;316,1865026;0,00115603;0,01426423;23,406124;316,119522;30,859376;203,3195;0,853253;6632,824865;422,3590799;6,422915;48,177727;318,245189;0,51849;28,485779;203,3195;185,166279;1,369806;1595,766486;-86,2346636;191,635099;167,876954;23,758145;0,998416;130,138961;203,3195;286,819461;0,39882;1791,603243;-149,1673145;168,871062;112,408348;56,462714;1,614877;195,211663;23,3195;171,892163;0,776764;-2862,077838;243,1550546;276,842824;78,188091;198,654733;0,371002;54,149376;203,3195;210,829876;0,938124;1258,488649;94,02631397;243,913593;130,370027;113,543566;0,299953;29,764896;203,3195;186,445396;0,553588;191,5102703;-2,566785509;;;;;;
-107449110;-298912;12:00:00;-298892;352,32919;47,954485;304,374705;6,331315;306,738026;203,3195;103,418526;6,35638;583,7091892;49,9972858;328,709448;75,664574;253,044873;4,423194;252,484737;203,3195;49,165237;3,745501;-135,1621622;-329,2392179;318,2119884;0,000996326;0,01429781;23,402659;318,147342;31,21842;203,3195;0,853788;6576,713514;366,2477286;6,914793;48,101509;318,813284;0,519619;29,004384;203,3195;185,684884;1,371723;1595,28;-86,72115009;192,188124;167,740716;24,447408;1,000975;130,737367;203,3195;287,417867;0,400049;1793,594595;-147,1759632;167,987956;112,34086;55,647097;1,613166;194,254214;23,3195;170,934714;0,777179;-2864,127568;241,1053249;277,230662;78,416096;198,814566;0,371115;54,50842;203,3195;211,18892;0,938424;1257,852973;93,3906383;243,972639;130,293973;113,678665;0,300655;29,824737;203,3195;186,505237;0,553599;191,5005405;-2,576515239;;;;;;
-107408568;-298801;12:00:00;-298781;352,507554;47,934185;304,573369;6,3342;306,902587;203,3195;103,583087;6,356346;578,4778378;44,76593445;328,683617;75,609798;253,073819;4,425315;252,544577;203,3195;49,225077;3,744667;-83,77621622;-277,853272;320,2198925;0,000837932;0,01433256;23,399059;320,158038;31,577463;203,3195;0,854348;6521,176216;310,7104313;7,406504;48,021712;319,384792;0,520924;29,523003;203,3195;186,203503;1,373822;1594,738378;-87,26277171;192,741806;167,59564;25,146167;1,00356;131,335772;203,3195;288,016272;0,401274;1795,725405;-145,0451524;167,104157;112,270408;54,833749;1,61131;193,296764;23,3195;169,977264;0,77764;-2866,375135;238,8577573;277,618306;78,654112;198,964195;0,371229;54,867463;203,3195;211,547963;0,938727;1257,223784;92,76144911;244,031724;130,213274;113,81845;0,301424;29,884577;203,3195;186,565077;0,55361;191,627027;-2,450028752;;;;;;
-107368026;-298689;12:00:00;-298670;352,684216;47,913039;304,771177;6,33709;307,067149;203,3195;103,747649;6,356312;572,9578378;39,24593444;328,675405;75,552736;253,122669;4,427441;252,604418;203,3195;49,284918;3,743832;-26,63351351;-220,7105693;322,2104359;0,00068153;0,01436845;23,395323;322,151847;31,936507;203,3195;0,854932;6466,407568;255,9417826;7,898;47,940972;319,957028;0,522405;30,041621;203,3195;186,722121;1,376104;1594,041081;-87,96006901;193,296186;167,444894;25,851292;1,00617;131,934178;203,3195;288,614678;0,402494;1797,989189;-142,7813686;166,219603;112,197016;54,022586;1,609306;192,339314;23,3195;169,019814;0,778146;-2868,823784;236,4091087;278,00576;78,90206;199,103699;0,371343;55,226507;203,3195;211,907007;0,939033;1256,607568;92,14523289;244,090889;130,128365;113,962524;0,302259;29,944418;203,3195;186,624918;0,553621;191,8864865;-2,190569293;;;;;;
-107327484;-298577;12:00:00;-298559;352,859113;47,891052;304,968061;6,339985;307,231711;203,3195;103,912211;6,356279;567,2335135;33,52161012;328,685515;75,493405;253,19211;4,429574;252,664258;203,3195;49,344758;3,742996;32,78918919;-161,2878666;324,183911;0,000527761;0,01440543;23,391454;324,12907;32,295551;203,3195;0,855541;6412,615135;202,1493502;8,389254;47,856834;320,53242;0,52406;30,56024;203,3195;187,24074;1,378568;1593,256216;-88,74493387;193,8513;167,290123;26,561178;1,008805;132,532584;203,3195;289,213084;0,40371;1800,36973;-140,4008281;165,334226;112,120707;53,213519;1,607156;191,381865;23,3195;168,062365;0,778698;-2871,492973;233,7399195;278,393027;79,159865;199,233161;0,371459;55,585551;203,3195;212,266051;0,939342;1256,001081;91,53874641;244,150174;130,041324;114,10885;0,303161;30,004258;203,3195;186,684758;0,553632;192,2756757;-1,801380104;;;;;;
-107286943;-298464;12:00:00;-298448;353,032205;47,86823;305,163975;6,342884;307,396272;203,3195;104,076772;6,356245;561,3794595;27,66755607;328,713633;75,431826;253,281808;4,431713;252,724098;203,3195;49,404598;3,74216;91,19351351;-102,8835423;326,1406759;0,000377219;0,01444344;23,387452;326,090009;32,654585;203,3195;0,856174;6359,802162;149,3363772;8,880242;47,766443;321,113799;0,525891;31,078858;203,3195;187,759358;1,381214;1592,393514;-89,60763657;194,407171;167,127346;27,279824;1,011464;133,130976;203,3195;289,811476;0,404922;1802,824865;-137,9456929;164,447981;112,041506;52,406475;1,604858;190,424439;23,3195;167,104939;0,779295;-2874,308108;230,9247844;278,780101;79,427441;199,35266;0,371576;55,944585;203,3195;212,625085;0,939655;1255,375135;90,91280046;244,209616;129,951377;114,258239;0,304128;30,064098;203,3195;186,744598;0,553643;192,7848649;-1,292190914;;;;;;
-107246401;-298353;12:00:00;-298337;353,203473;47,844583;305,35889;6,345789;307,560834;203,3195;104,241334;6,356212;555,4637838;21,75188039;328,758531;75,368015;253,390515;4,433859;252,783938;203,3195;49,464438;3,741322;145,6151351;-48,46192064;328,0811498;0,000230453;0,01448244;23,383318;328,035163;33,013629;203,3195;0,856832;6308,607568;98,14178263;9,370948;47,673931;321,697018;0,527897;31,597477;203,3195;188,277977;1,384043;1591,478919;-90,52223117;194,963856;166,957199;28,006657;1,014149;133,729382;203,3195;290,409882;0,406129;1805,464865;-135,3056929;163,560753;111,959435;51,601318;1,602411;189,466989;23,3195;166,147489;0,779938;-2877,496216;227,7366763;279,167006;79,70471;199,462296;0,371694;56,303629;203,3195;212,984129;0,93997;1254,827027;90,36469235;244,269256;129,85805;114,411206;0,305161;30,123938;203,3195;186,804438;0,553655;193,427027;-0,650028752;;;;;;
