JD;Date;Time;Year;Mercury Perihelion;Mercury Asc Node;Mercury Arg Peri;Mercury Ecliptic Inclination;Mercury Asc Node InvPlane;Mercury Asc Node InvPlane MaxIncl;Mercury Inclination Phase Angle;Mercury InvPlane Inclination;Mercury arcsec / century;Mercury Precession Fluctuation;Venus Perihelion;Venus Asc Node;Venus Arg Peri;Venus Ecliptic Inclination;Venus Asc Node InvPlane;Venus Asc Node InvPlane MaxIncl;Venus Inclination Phase Angle;Venus InvPlane Inclination;Venus arcsec / century;Venus Precession Fluctuation;EARTH LONGITUDE FORMULA;EARTH ERD HELPER;EARTH Eccentricity;EARTH OBLIQUITY (deg);Earth Perihelion;Earth Asc Node InvPlane;Earth Asc Node InvPlane MaxIncl;Earth InvPlane Inclination;Earth arcsec / century;Earth Precession Fluctuation;Mars Perihelion;Mars Asc Node;Mars Arg Peri;Mars Ecliptic Inclination;Mars Asc Node InvPlane;Mars Asc Node InvPlane MaxIncl;Mars Inclination Phase Angle;Mars InvPlane Inclination;Mars arcsec / century;Mars Precession Fluctuation;Jupiter Perihelion;Jupiter Asc Node;Jupiter Arg Peri;Jupiter Ecliptic Inclination;Jupiter Asc Node InvPlane;Jupiter Asc Node InvPlane MaxIncl;Jupiter Inclination Phase Angle;Jupiter InvPlane Inclination;Jupiter arcsec / century;Jupiter Precession Fluctuation;Saturn Perihelion;Saturn Asc Node;Saturn Arg Peri;Saturn Ecliptic Inclination;Saturn Asc Node InvPlane;Saturn Asc Node InvPlane MaxIncl;Saturn Inclination Phase Angle;Saturn InvPlane Inclination;Saturn arcsec / century;Saturn Precession Fluctuation;Uranus Perihelion;Uranus Asc Node;Uranus Arg Peri;Uranus Ecliptic Inclination;Uranus Asc Node InvPlane;Uranus Asc Node InvPlane MaxIncl;Uranus Inclination Phase Angle;Uranus InvPlane Inclination;Uranus arcsec / century;Uranus Precession Fluctuation;Neptune Perihelion;Neptune Asc Node;Neptune Arg Peri;Neptune Ecliptic Inclination;Neptune Asc Node InvPlane;Neptune Asc Node InvPlane MaxIncl;Neptune Inclination Phase Angle;Neptune InvPlane Inclination;Neptune arcsec / century;Neptune Precession Fluctuation;;;;INPUT ICRF YEARS;111;333888
-56528505;-159506;12:00:00;-159479;197,096454;45,667108;151,429347;5,082991;153,426855;203,3195;310,107355;6,366946;479,0043243;-54,70757907;38,532011;69,49225;329,039761;3,945094;327,644311;203,3195;124,324811;2,460412;241,1481081;47,07105233;190,5683951;-0,00101195;0,01496134;23,048688;190,523963;122,175867;203,3195;1,579298;5866,871351;-343,5944336;301,553174;68,671647;232,881527;4,111176;320,387363;203,3195;117,067863;2,58127;1708,618378;26,61722829;222,604233;92,14212;130,462113;1,265348;162,333111;203,3195;319,013611;0,456125;1943,935135;3,164577343;42,139568;104,402222;297,737346;1,219011;71,701023;23,3195;48,381523;1,051816;-3123,72973;-18,49683726;6,440491;105,236194;261,204297;0,732646;145,465867;203,3195;302,146367;1,067333;1067,928649;-96,53368603;323,075003;132,399339;190,675664;0,993474;104,984311;203,3195;261,664811;0,63175;176,1113514;-17,96570443;;;;;;
-56487963;-159394;12:00:00;-159368;197,244978;45,65322;151,591758;5,076552;153,591417;203,3195;310,271917;6,366972;481,6994595;-52,01244393;38,614883;69,454775;329,160109;3,950179;327,704152;203,3195;124,384652;2,459503;268,7740541;74,69699827;192,3814792;-0,000917203;0,01491502;23,046839;192,34373;122,53491;203,3195;1,583221;5901,947027;-308,5187579;302,078407;68,617008;233,461399;4,096277;320,905981;203,3195;117,586481;2,56326;1703,458378;21,45722829;223,204535;92,240633;130,963902;1,270205;162,931517;203,3195;319,612017;0,456963;1946,925405;6,154847614;41,178847;104,354022;296,824825;1,246202;70,743573;23,3195;47,424073;1,053878;-3115,851892;-10,61899942;6,769836;105,399034;261,370802;0,735597;145,82491;203,3195;302,50541;1,067825;1068,145946;-96,31638873;323,128973;132,344235;190,784738;0,998803;105,044152;203,3195;261,724652;0,631845;175,0378378;-19,03921794;;;;;;
-56447421;-159283;12:00:00;-159257;197,394496;45,640185;151,754311;5,070114;153,755979;203,3195;310,436479;6,366999;484,9232432;-48,78866015;38,704972;69,419601;329,285371;3,955242;327,763992;203,3195;124,444492;2,458593;292,1805405;98,10348476;194,2058023;-0,000815951;0,01486909;23,045138;194,174967;122,893954;203,3195;1,587139;5939,147027;-271,3187579;302,602067;68,566855;234,035212;4,081454;321,4246;203,3195;118,1051;2,545334;1698,356757;16,35560667;223,805783;92,333431;131,472352;1,275075;163,529923;203,3195;320,210423;0,457791;1949,993514;9,222955722;40,220516;104,308782;295,911733;1,273452;69,786123;23,3195;46,466623;1,055908;-3108,100541;-2,867648074;7,099248;105,551874;261,547374;0,738551;146,183954;203,3195;302,864454;1,068315;1068,363243;-96,09909143;323,182609;132,292444;190,890165;1,004149;105,103992;203,3195;261,784492;0,63194;173,9545946;-20,12246118;;;;;;
-56406880;-159170;12:00:00;-159146;197,545165;45,628012;151,917153;5,063675;153,92054;203,3195;310,60104;6,367025;488,6562162;-45,05568718;38,80092;69,386754;329,414166;3,960283;327,823831;203,3195;124,504331;2,457685;311,1827027;117,1056469;196,0420775;-0,000708274;0,0148236;23,043584;196,018268;123,252988;203,3195;1,591053;5978,273514;-232,1922714;303,124179;68,520017;234,604162;4,06671;321,943218;203,3195;118,623718;2,527495;1693,336216;11,33506613;224,407987;92,420055;131,987931;1,279957;164,128314;203,3195;320,808814;0,458608;1953,094054;12,32349626;39,264555;104,266536;294,998019;1,300748;68,828698;23,3195;45,509198;1,057907;-3100,414054;4,818838413;7,428716;105,694599;261,734117;0,741507;146,542988;203,3195;303,223488;1,068803;1068,544865;-95,91746981;323,235911;132,244398;190,991513;1,00951;105,163831;203,3195;261,844331;0,632035;172,8713514;-21,20570443;;;;;;
-56366338;-159058;12:00:00;-159035;197,697135;45,616711;152,080424;5,057238;154,085102;203,3195;310,765602;6,367051;492,8756757;-40,83622772;38,901343;69,356258;329,545086;3,9653;327,883672;203,3195;124,564172;2,456777;325,6962162;131,6191604;197,8910041;-0,000594297;0,01477862;23,04218;197,87435;123,612032;203,3195;1,594963;6019,725405;-190,7403795;303,644773;68,476118;235,168655;4,052046;322,461837;203,3195;119,142337;2,509743;1688,412973;6,411822887;225,011199;92,49995;132,511249;1,284852;164,72672;203,3195;321,40722;0,459416;1956,363243;15,59268545;38,310875;104,227313;294,083563;1,328079;67,871248;23,3195;44,551748;1,059873;-3093,016216;12,21667625;7,758257;105,827112;261,931146;0,744465;146,902032;203,3195;303,582532;1,069289;1068,781622;-95,68071305;323,288885;132,199461;191,089424;1,014888;105,223672;203,3195;261,904172;0,63213;171,8075676;-22,26948821;;;;;;
-56325796;-158946;12:00:00;-158924;197,850539;45,606289;152,244249;5,050802;154,24966;203,3195;310,93016;6,367078;497,5264865;-36,18541691;39,004827;69,328136;329,676691;3,970294;327,943513;203,3195;124,624013;2,455869;335,6237838;141,546728;199,7532628;-0,000474188;0,0147342;23,040928;199,743773;123,971076;203,3195;1,598869;6062,993514;-147,4722714;304,163872;68,4355;235,728371;4,037464;322,980443;203,3195;119,660943;2,492081;1683,564324;1,563174238;225,615429;92,57403;133,041398;1,28976;165,325126;203,3195;322,005626;0,460212;1959,664865;18,89430707;37,359457;104,191144;293,168314;1,355434;66,913798;23,3195;43,594298;1,061805;-3085,68;19,55289247;8,087863;105,949306;262,138556;0,747425;147,261076;203,3195;303,941576;1,069773;1068,992432;-95,46990224;323,341535;132,157996;191,183539;1,020281;105,283513;203,3195;261,964013;0,632226;170,7567568;-23,32029902;;;;;;
-56285254;-158835;12:00:00;-158813;198,005511;45,596757;152,408754;5,044367;154,414221;203,3195;311,094721;6,367104;502,6118919;-31,1000115;39,109955;69,302413;329,807542;3,975265;328,003353;203,3195;124,683853;2,454963;340,9556757;146,8786199;201,6295102;-0,000348164;0,01469039;23,039837;201,627121;124,330119;203,3195;1,60277;6108,155676;-102,3101093;304,681542;68,398992;236,28255;4,022964;323,499061;203,3195;120,179561;2,47451;1678,92973;-3,071420357;226,2207;92,641823;133,578876;1,29468;165,923532;203,3195;322,604032;0,460998;1963,041081;22,27052329;36,410257;104,15806;292,252197;1,3828;65,956349;23,3195;42,636849;1,063704;-3078,486486;26,74640598;8,417533;106,061079;262,356454;0,750386;147,620119;203,3195;304,300619;1,070255;1069,2;-95,26233468;323,393872;132,120198;191,273674;1,025689;105,343353;203,3195;262,023853;0,632321;169,7416216;-24,33543416;;;;;;
-56244712;-158723;12:00:00;-158702;198,162161;45,588121;152,57404;5,037934;154,578783;203,3195;311,259283;6,36713;508,0540541;-25,65784934;39,215325;69,279111;329,936214;3,980211;328,063194;203,3195;124,743694;2,454057;341,7405405;147,6634848;203,5203738;-0,000216487;0,01464725;23,038889;203,524953;124,689163;203,3195;1,606666;6155,130811;-55,33497412;305,197817;68,364684;236,833134;4,008548;324,01768;203,3195;120,69818;2,457031;1674,405405;-7,595744681;226,827035;92,703408;134,123627;1,299612;166,521938;203,3195;323,202438;0,461774;1966,491892;25,7213341;35,463229;104,128089;291,33514;1,410168;64,998899;23,3195;41,679399;1,065569;-3071,442162;33,7907303;8,747269;106,162332;262,584937;0,753349;147,979163;203,3195;304,659663;1,070735;1069,414054;-95,04828062;323,445909;132,08613;191,359778;1,031113;105,403194;203,3195;262,083694;0,632416;168,7686486;-25,30840713;;;;;;
-56204170;-158611;12:00:00;-158591;198,320587;45,580391;152,740196;5,031503;154,743345;203,3195;311,423845;6,367156;513,8140541;-19,89784934;39,319563;69,258251;330,061311;3,985133;328,123034;203,3195;124,803534;2,453152;338,0691892;143,9921334;205,4264462;-7,94704E-05;0,01460483;23,038097;205,437797;125,048206;203,3195;1,610558;6203,818378;-6,647406556;305,712751;68,335396;237,377354;3,994218;324,536298;203,3195;121,216798;2,439646;1670,056216;-11,94493387;227,434455;92,758049;134,676407;1,304555;167,120344;203,3195;323,800844;0,462539;1970,010811;29,24025302;34,518332;104,10126;290,417072;1,437526;64,04145;23,3195;40,72195;1,0674;-3064,530811;40,70208166;9,077072;106,252971;262,824101;0,756312;148,338206;203,3195;305,018706;1,071212;1069,631351;-94,83098332;323,497661;132,055396;191,442265;1,036551;105,463034;203,3195;262,143534;0,632511;167,8443243;-26,23273145;;;;;;
-56163628;-158499;12:00:00;-158480;198,480871;45,573574;152,907297;5,025075;154,907906;203,3195;311,588406;6,367182;519,84;-13,87190339;39,421349;69,239856;330,181493;3,990031;328,182875;203,3195;124,863375;2,452247;330,1167568;136,039701;207,3482791;6,25161E-05;0,01456319;23,03746;207,366147;125,40725;203,3195;1,614444;6254,108108;43,64232317;306,226399;68,308934;237,917465;3,979974;325,054917;203,3195;121,735417;2,422356;1665,885405;-16,11574468;228,042983;92,806356;135,236627;1,30951;167,71875;203,3195;324,39925;0,463293;1973,604324;32,83376653;33,575523;104,0776;289,497922;1,464866;63,084;23,3195;39,7645;1,069195;-3057,758919;47,47397355;9,406944;106,332905;263,074039;0,759278;148,69725;203,3195;305,37775;1,071688;1069,855135;-94,60719954;323,54915;132,028513;191,520637;1,042003;105,522875;203,3195;262,203375;0,632607;166,9913514;-27,08570443;;;;;;
-56123086;-158388;12:00:00;-158369;198,643075;45,567677;153,075397;5,018649;155,072468;203,3195;311,752968;6,367208;526,067027;-7,644876366;39,519433;69,223944;330,295489;3,994904;328,242716;203,3195;124,923216;2,451343;318,1102703;124,0332145;209,2863781;0,000209058;0,01452237;23,036981;209,310458;125,766294;203,3195;1,618325;6305,873514;95,40772858;306,738826;68,286149;238,452677;3,965818;325,573535;203,3195;122,254035;2,405162;1661,925405;-20,07574468;228,652637;92,848534;135,804103;1,314476;168,317156;203,3195;324,997656;0,464036;1977,256216;36,48565842;32,634759;104,057135;288,577624;1,492175;62,12655;23,3195;38,80705;1,070954;-3051,126486;54,10640598;9,736888;106,402044;263,334844;0,762244;149,056294;203,3195;305,736794;1,072162;1070,088649;-94,37368603;323,600397;132,004988;191,595409;1,04747;105,582716;203,3195;262,263216;0,632702;166,2064865;-27,87056929;;;;;;
-56082545;-158275;12:00:00;-158258;198,807244;45,562709;153,244535;5,012227;155,23703;203,3195;311,91753;6,367233;532,44;-1,271903393;39,612655;69,210537;330,402119;3,999752;328,302555;203,3195;124,983055;2,45044;302,3416216;108,2645658;211,2411966;0,000359684;0,01448244;23,036661;211,271094;126,125328;203,3195;1,622201;6358,819459;148,3536745;307,250097;68,266476;238,983621;3,951752;326,092154;203,3195;122,772654;2,388066;1658,176216;-23,82493387;229,263421;92,883815;136,379606;1,319453;168,915547;203,3195;325,596047;0,464767;1980,921081;40,15052329;31,696025;104,039891;287,656134;1,519445;61,169125;23,3195;37,849625;1,072677;-3044,542703;60,69018976;10,066899;106,460301;263,606598;0,76521;149,415328;203,3195;306,095828;1,072633;1070,305946;-94,15638873;323,651428;131,985108;191,66632;1,05295;105,642555;203,3195;262,323055;0,632797;165,5059459;-28,57110983;;;;;;
-56042003;-158163;12:00:00;-158147;198,973402;45,558675;153,414727;5,005808;155,401591;203,3195;312,082091;6,367259;538,8908108;5,178907418;39,699979;69,199652;330,500327;4,004575;328,362395;203,3195;125,042895;2,449537;283,212973;89,13591719;213,21313;0,000513872;0,01444344;23,0365;213,248518;126,484372;203,3195;1,626071;6413,267027;202,8012421;307,760286;68,25127;239,509016;3,937777;326,610772;203,3195;123,291272;2,37107;1654,667027;-27,33412306;229,875382;92,912402;136,96298;1,324441;169,513953;203,3195;326,194453;0,465488;1984,738378;43,96782059;30,759237;104,025892;286,733345;1,546668;60,211675;23,3195;36,892175;1,074364;-3038,231351;67,00154112;10,396999;106,507597;263,889402;0,768178;149,774372;203,3195;306,454872;1,073103;1070,594595;-93,86774008;323,702275;131,969336;191,732939;1,058445;105,702395;203,3195;262,382895;0,632893;164,9091892;-29,16786659;;;;;;
-56001461;-158051;12:00:00;-158036;199,141547;45,555583;153,585964;4,999393;155,566149;203,3195;312,246649;6,367285;545,3351351;11,62323174;39,780498;69,191309;330,589189;4,009372;328,422236;203,3195;125,102736;2,448635;261,1427027;67,06564692;215,2025108;0,000671056;0,01440543;23,036499;215,242992;126,843415;203,3195;1,629935;6468,564324;258,0985394;308,269457;68,238541;240,030916;3,923894;327,129378;203,3195;123,809878;2,354174;1651,365405;-30,63574468;230,488518;92,934004;137,554514;1,329439;170,112359;203,3195;326,792859;0,466198;1988,549189;47,7786314;29,824382;104,015161;285,809221;1,573832;59,254225;23,3195;35,934725;1,076013;-3031,962162;73,2707303;10,727185;106,543852;264,183333;0,771146;150,133415;203,3195;306,813915;1,07357;1070,873514;-93,58882116;323,752968;131,957212;191,795756;1,063952;105,762236;203,3195;262,442736;0,632988;164,4097297;-29,66732605;;;;;;
-55960919;-157940;12:00:00;-157925;199,311666;45,553439;153,758227;4,992982;155,73071;203,3195;312,41121;6,36731;551,7372973;18,0253939;39,853469;69,185524;330,667945;4,014142;328,482077;203,3195;125,162577;2,447733;236,6627027;42,58564692;217,2096028;0,000830616;0,01436845;23,03666;217,25477;127,202459;203,3195;1,633794;6524,685405;314,2196205;308,777714;68,231025;240,546689;3,910104;327,647996;203,3195;124,328496;2,337381;1648,401081;-33,60006901;231,102843;92,949719;138,153124;1,334447;170,710765;203,3195;327,391265;0,466897;1992,405405;51,63484761;28,891426;104,007721;284,883705;1,60093;58,296776;23,3195;34,977276;1,077625;-3025,803243;79,42964922;11,057462;106,568987;264,488475;0,774114;150,492459;203,3195;307,172959;1,074035;1071,168649;-93,29368603;323,803543;131,948582;191,854961;1,069472;105,822077;203,3195;262,502577;0,633083;164,027027;-30,05002875;;;;;;
-55920377;-157828;12:00:00;-157814;199,483711;45,55225;153,931461;4,986576;155,895272;203,3195;312,575772;6,367336;557,9837838;24,27188039;39,918333;69,182315;330,736018;4,018887;328,541917;203,3195;125,222417;2,446833;210,3697297;16,29267395;219,2345965;0,000991893;0,01433256;23,036984;219,284044;127,561503;203,3195;1,637647;6581,429189;370,9634043;309,285128;68,226207;241,058921;3,896409;328,166615;203,3195;124,847115;2,320691;1645,667027;-36,33412306;231,718366;92,957993;138,760373;1,339466;171,309171;203,3195;327,989671;0,467584;1996,290811;55,52025302;27,96034;104,003593;283,956746;1,627952;57,339326;23,3195;34,019826;1,079199;-3019,738378;85,49451409;11,387838;106,582931;264,804907;0,777082;150,851503;203,3195;307,532003;1,074498;1071,48973;-92,97260495;323,854037;131,943897;191,91014;1,075005;105,881917;203,3195;262,562417;0,633179;163,7643243;-30,31273145;;;;;;
-55879835;-157716;12:00:00;-157703;199,657614;45,552021;154,105592;4,980174;156,059834;203,3195;312,740334;6,367361;564,0097297;30,29782634;39,974736;69,181698;330,793038;4,023605;328,601758;203,3195;125,282258;2,445933;182,9286486;-11,14840713;221,2776042;0,001154181;0,01429781;23,037471;221,330936;127,920546;203,3195;1,641493;6638,568649;428,1028637;309,791786;68,225363;241,566422;3,882811;328,685233;203,3195;125,365733;2,304105;1643,215135;-38,78601495;232,335094;92,959661;139,375433;1,344493;171,907577;203,3195;328,588077;0,46826;2000,198919;59,42836113;27,031095;104,002799;283,028296;1,65489;56,381877;23,3195;33,062377;1,080734;-3013,767568;91,4653249;11,718322;106,585614;265,132708;0,78005;151,210546;203,3195;307,891046;1,074958;1071,84;-92,62233468;323,904489;131,942887;191,961602;1,08055;105,941758;203,3195;262,622258;0,633274;163,6281081;-30,44894767;;;;;;
-55839293;-157604;12:00:00;-157592;199,833281;45,552759;154,280522;4,973778;156,224395;203,3195;312,904895;6,367387;569,7308108;36,01890742;40,022549;69,183687;330,838862;4,028296;328,661598;203,3195;125,342098;2,445033;155,0691892;-39,00786659;223,3386567;0,001316747;0,01426423;23,038121;223,395498;128,27959;203,3195;1,645334;6695,876757;485,4109718;310,297774;68,227856;242,069918;3,869309;329,203852;203,3195;125,884352;2,287626;1641,042162;-40,95898792;232,953031;92,95414;139,998892;1,349531;172,505983;203,3195;329,186483;0,468924;2004,12;63,34944221;26,103667;104,005358;282,098309;1,681735;55,424427;23,3195;32,104927;1,08223;-3007,874595;97,35829787;12,048921;106,576969;265,471952;0,783018;151,56959;203,3195;308,25009;1,075416;1072,212973;-92,2493617;323,954942;131,945839;192,009103;1,086108;106,001598;203,3195;262,682098;0,63337;163,6313514;-30,44570443;;;;;;
-55798751;-157493;12:00:00;-157481;200,010595;45,554467;154,456127;4,967387;156,388957;203,3195;313,069457;6,367412;575,0724324;41,36052904;40,061887;69,188298;330,873589;4,032959;328,721439;203,3195;125,401939;2,444135;127,5827027;-66,49435308;225,4176988;0,001478815;0,01423188;23,038937;225,477702;128,638633;203,3195;1,649167;6753,094054;542,6282691;310,803183;68,234776;242,568407;3,855907;329,722471;203,3195;126,402971;2,271255;1639,164324;-42,83682576;233,572179;92,942382;140,629797;1,354577;173,104389;203,3195;329,784889;0,469577;2008,047568;67,27700978;25,178034;104,011289;281,166745;1,708479;54,466978;23,3195;31,147478;1,083687;-3002,052973;103,1799195;12,379647;106,556932;265,822714;0,785985;151,928633;203,3195;308,609133;1,075872;1072,624865;-91,83746981;324,005438;131,952786;192,052652;1,091677;106,061439;203,3195;262,741939;0,633465;163,7708108;-30,30624497;;;;;;
-55758209;-157381;12:00:00;-157370;200,189414;45,557153;154,632261;4,961002;156,553519;203,3195;313,234019;6,367437;579,9535135;46,24161012;40,093119;69,195545;330,897574;4,037596;328,78128;203,3195;125,46178;2,443237;101,292973;-92,78408281;227,5145871;0,001639592;0,0142008;23,039918;227,577438;128,997677;203,3195;1,652995;6809,954595;599,4888097;311,308102;68,244815;243,063287;3,842604;330,241089;203,3195;126,921589;2,254992;1637,575135;-44,42601495;234,192534;92,923313;141,269222;1,359633;173,702795;203,3195;330,383295;0,470218;2011,962162;71,19160437;24,254177;104,020609;280,233567;1,735114;53,509528;23,3195;30,190028;1,085104;-2996,292973;108,9399195;12,710509;106,525445;266,185064;0,788952;152,287677;203,3195;308,968177;1,076326;1073,065946;-91,39638873;324,056022;131,963548;192,092474;1,097258;106,12128;203,3195;262,80178;0,63356;164,0562162;-30,02083956;;;;;;
-55717668;-157268;12:00:00;-157259;200,369573;45,56082;154,808753;4,954624;156,71808;203,3195;313,39858;6,367463;584,2994595;50,58755607;40,116879;69,205439;330,91144;4,042204;328,841119;203,3195;125,521619;2,442339;77,05945946;-117,0175963;229,6290876;0,00179826;0,01417104;23,041065;229,694459;129,356712;203,3195;1,656815;6866,014054;655,5482691;311,81262;68,25947;243,553149;3,829403;330,759708;203,3195;127,440208;2,23884;1636,274595;-45,72655549;234,814076;92,897073;141,917003;1,364696;174,301186;203,3195;330,981686;0,470847;2015,811892;75,0413341;23,332102;104,033335;279,298767;1,76163;52,552102;23,3195;29,232602;1,086482;-2990,513514;114,719379;13,041513;106,482452;266,559061;0,791918;152,646712;203,3195;309,327212;1,076778;1073,526486;-90,93584819;324,106736;131,97791;192,128826;1,10285;106,181119;203,3195;262,861619;0,633656;164,4778378;-29,59921794;;;;;;
-55677126;-157156;12:00:00;-157148;200,550882;45,565473;154,985409;4,948252;156,882642;203,3195;313,563142;6,367488;588,0291892;54,3172858;40,13407;69,217995;330,916076;4,046784;328,900959;203,3195;125,581459;2,441442;55,75459459;-138,3224612;231,7608736;0,001953985;0,01414263;23,042379;231,828584;129,715755;203,3195;1,660629;6921,486486;711,0207016;312,316824;68,277497;244,039327;3,816304;331,278326;203,3195;127,958826;2,222799;1635,256216;-46,74493387;235,436825;92,863955;142,57287;1,369769;174,899592;203,3195;331,580092;0,471465;2019,726486;78,95592869;22,411751;104,049483;278,362267;1,788022;51,594652;23,3195;28,275152;1,087818;-2984,922162;120,3107303;13,372686;106,427895;266,944791;0,794883;153,005755;203,3195;309,686255;1,077227;1074,074595;-90,38774008;324,157628;131,996227;192,161401;1,108453;106,240959;203,3195;262,921459;0,633751;165,0551351;-29,02192064;;;;;;
-55636584;-157045;12:00:00;-157037;200,733127;45,571116;155,162012;4,941887;157,0472;203,3195;313,7277;6,367513;591,0648649;57,35296147;40,14586;69,233222;330,912638;4,051337;328,9608;203,3195;125,6413;2,440546;38,23783784;-155,8392179;233,9095257;0,002105932;0,01411562;23,04386;233,979383;130,074799;203,3195;1,664436;6975,564324;765,0985394;312,820788;68,299038;244,521751;3,803309;331,796932;203,3195;128,477432;2,206872;1634,477838;-47,52331225;236,060751;92,82402;143,236731;1,374849;175,497998;203,3195;332,178498;0,472071;2023,543784;82,77322599;21,493135;104,069069;277,424066;1,81428;50,637203;23,3195;27,317703;1,089114;-2979,295135;125,9377573;13,704034;106,361728;267,342306;0,797847;153,364799;203,3195;310,045299;1,077674;1074,642162;-89,82017251;324,20874;132,018928;192,189812;1,114066;106,3008;203,3195;262,9813;0,633847;165,7686486;-28,30840713;;;;;;
-55596042;-156933;12:00:00;-156926;200,916087;45,577753;155,338334;4,93553;157,211761;203,3195;313,892261;6,367538;593,3837838;59,67188039;40,15367;69,251133;330,902537;4,05586;329,02064;203,3195;125,70114;2,439651;25,32972973;-168,747326;236,0745309;0,002253258;0,01409005;23,045509;236,146383;130,433843;203,3195;1,668235;7028,108108;817,6423232;313,324619;68,324553;245,000067;3,790419;332,31555;203,3195;128,99605;2,191058;1634,046486;-47,9546636;236,685838;92,777043;143,908796;1,379937;176,096404;203,3195;332,776904;0,472665;2027,309189;86,5386314;20,576244;104,092104;276,48414;1,840397;49,679753;23,3195;26,360253;1,090368;-2973,700541;131,5323519;14,035572;106,283904;267,751668;0,800809;153,723843;203,3195;310,404343;1,078118;1075,258378;-89,2039563;324,260117;132,045127;192,214989;1,11969;106,36064;203,3195;263,04114;0,633942;166,6281081;-27,44894767;;;;;;
-55555500;-156821;12:00:00;-156815;201,099508;45,585388;155,514119;4,92918;157,376323;203,3195;314,056823;6,367563;594,8789189;61,16701553;40,159157;69,271736;330,887421;4,060354;329,080481;203,3195;125,760981;2,438756;17,79567568;-176,2813801;238,255284;0,00239513;0,01406594;23,047327;238,329014;130,792886;203,3195;1,672027;7078,803243;868,3374583;313,828382;68,35446;245,473923;3,777635;332,834169;203,3195;129,514669;2,175359;1633,825946;-48,17520414;237,312064;92,722391;144,589673;1,385033;176,69481;203,3195;333,37531;0,473248;2031,003243;90,23268545;19,661073;104,118603;275,54247;1,866366;48,722304;23,3195;25,402804;1,091581;-2968,122162;137,1107303;14,367314;106,194379;268,172935;0,80377;154,082886;203,3195;310,763386;1,07856;1075,92;-88,54233468;324,311798;132,075522;192,236276;1,125324;106,420481;203,3195;263,100981;0,634038;167,6140541;-26,46300173;;;;;;
-55514958;-156738;12:00:00;-156704;201,283126;45,594025;155,689101;4,922839;157,540884;203,3195;314,221384;6,367588;595,5178378;61,80593445;40,164189;69,295041;330,869148;4,064819;329,140322;203,3195;125,820822;2,437862;16,32;-177,7570558;240,4510888;0,002530731;0,01404335;23,049313;240,526609;131,15193;203,3195;1,675812;7127,335135;916,8693502;314,33215;68,387728;245,944421;3,764959;333,352787;203,3195;130,033287;2,159778;1633,842162;-48,15898792;237,939403;92,661194;145,278209;1,390136;177,293216;203,3195;333,973716;0,473818;2034,612973;93,84241518;18,747613;104,148578;274,599035;1,892178;47,764854;23,3195;24,445354;1,092752;-2962,572973;142,6599195;14,699276;106,093111;268,606164;0,80673;154,44193;203,3195;311,12243;1,079;1076,633514;-87,82882116;324,363823;132,109828;192,253995;1,130968;106,480322;203,3195;263,160822;0,634133;168,7297297;-25,34732605;;;;;;
-55474416;-156627;12:00:00;-156593;201,466663;45,603666;155,862997;4,916506;157,705446;203,3195;314,385946;6,367612;595,2551351;61,54323174;40,170806;69,321057;330,849749;4,069255;329,200162;203,3195;125,880662;2,436969;21,46054054;-172,6165152;242,6611607;0,002659264;0,01402229;23,051467;242,738406;131,510973;203,3195;1,679589;7173,395676;962,9298907;314,835988;68,425191;246,410796;3,752391;333,871406;203,3195;130,551906;2,144314;1634,069189;-47,9319609;238,567826;92,592745;145,97508;1,395246;177,891622;203,3195;334,572122;0,474376;2038,128649;97,35809086;17,83586;104,182039;273,653821;1,917828;46,807405;23,3195;23,487905;1,093881;-2957,036757;148,1961357;15,031473;105,980067;269,051405;0,809688;154,800973;203,3195;311,481473;1,079438;1077,395676;-87,066659;324,416228;132,147878;192,268351;1,136622;106,540162;203,3195;263,220662;0,634229;169,9621622;-24,11489362;;;;;;
-55433874;-156515;12:00:00;-156482;201,649834;45,614314;156,03552;4,910182;157,870008;203,3195;314,550508;6,367637;594,0681081;60,35620472;40,181182;69,34979;330,831391;4,073661;329,260003;203,3195;125,940503;2,436076;33,65189189;-160,4251639;244,8846296;0,002779958;0,01400279;23,053792;244,963545;131,870017;203,3195;1,683358;7216,667027;1006,201242;315,339955;68,466903;246,873052;3,739932;334,390024;203,3195;131,070524;2,12897;1634,487568;-47,51358252;239,197299;92,517322;146,679977;1,400362;178,490028;203,3195;335,170528;0,474922;2041,534054;100,7634963;16,925807;104,218995;272,706812;1,943306;45,849955;23,3195;22,530455;1,094967;-2951,523243;153,7096492;15,363921;105,855214;269,508707;0,812644;155,160017;203,3195;311,840517;1,079872;1078,20973;-86,25260495;324,469046;132,190044;192,279002;1,142285;106,600003;203,3195;263,280503;0,634324;171,3016216;-22,77543416;;;;;;
