Type,Model Year,JD,RA (deg),Obliquity (deg)
AE,-238149,-85260742.629550,177.234851,-0.000000
WS,-238149,-85260650.669203,267.234815,-23.382606
VE,-238120,-85250330.455797,357.230459,-0.000000
SS,-238120,-85250239.799692,87.230423,23.382789
AE,-238120,-85250150.604141,177.230383,0.000000
WS,-238120,-85250058.663034,267.230347,-23.382793
VE,-238091,-85239738.442360,357.225996,-0.000000
SS,-238091,-85239647.767271,87.225961,23.382986
AE,-238091,-85239558.578621,177.225920,-0.000000
WS,-238091,-85239466.656816,267.225885,-23.382990
VE,-238062,-85229146.429025,357.221539,-0.000000
SS,-238062,-85229055.734887,87.221504,23.383193
AE,-238062,-85228966.552990,177.221464,-0.000000
WS,-238062,-85228874.650548,267.221428,-23.383197
VE,-238033,-85218554.415794,357.217088,-0.000000
SS,-238033,-85218463.702539,87.217053,23.383411
AE,-238033,-85218374.527248,177.217013,-0.000000
WS,-238033,-85218282.644227,267.216977,-23.383415
VE,-238004,-85207962.402664,357.212643,-0.000000
SS,-238004,-85207871.670228,87.212608,23.383639
AE,-238004,-85207782.501395,177.212568,-0.000000
WS,-238004,-85207690.637855,267.212533,-23.383643
VE,-237975,-85197370.389637,357.208204,-0.000000
SS,-237975,-85197279.637956,87.208170,23.383877
AE,-237975,-85197190.475431,177.208129,-0.000000
WS,-237975,-85197098.631428,267.208094,-23.383881
VE,-237946,-85186778.376712,357.203772,-0.000000
SS,-237946,-85186687.605722,87.203737,23.384125
AE,-237946,-85186598.449357,177.203697,-0.000000
WS,-237946,-85186506.624948,267.203662,-23.384129
VE,-237917,-85176186.363888,357.199346,-0.000000
SS,-237917,-85176095.573528,87.199312,23.384383
AE,-237917,-85176006.423172,177.199271,-0.000000
WS,-237917,-85175914.618411,267.199236,-23.384388
VE,-237888,-85165594.351165,357.194926,-0.000000
SS,-237888,-85165503.541374,87.194892,23.384652
AE,-237888,-85165414.396877,177.194851,-0.000000
WS,-237888,-85165322.611819,267.194817,-23.384656
VE,-237859,-85155002.338543,357.190514,-0.000000
SS,-237859,-85154911.509261,87.190480,23.384930
AE,-237859,-85154822.370472,177.190439,-0.000000
WS,-237859,-85154730.605169,267.190405,-23.384935
VE,-237830,-85144410.326022,357.186108,-0.000000
SS,-237830,-85144319.477189,87.186074,23.385219
AE,-237830,-85144230.343957,177.186033,-0.000000
WS,-237830,-85144138.598461,267.185999,-23.385224
VE,-237801,-85133818.313600,357.181709,-0.000000
SS,-237801,-85133727.445159,87.181675,23.385518
AE,-237801,-85133638.317332,177.181634,-0.000000
WS,-237801,-85133546.591694,267.181600,-23.385524
VE,-237772,-85123226.301279,357.177317,-0.000000
SS,-237772,-85123135.413172,87.177283,23.385828
AE,-237772,-85123046.290598,177.177242,-0.000000
WS,-237772,-85122954.584866,267.177209,-23.385833
VE,-237743,-85112634.289057,357.172932,-0.000000
SS,-237743,-85112543.381229,87.172899,23.386147
AE,-237743,-85112454.263754,177.172858,-0.000000
WS,-237743,-85112362.577977,267.172824,-23.386152
VE,-237714,-85102042.276934,357.168555,-0.000000
SS,-237714,-85101951.349330,87.168522,23.386476
AE,-237714,-85101862.236800,177.168480,-0.000000
WS,-237714,-85101770.571026,267.168447,-23.386482
VE,-237685,-85091450.264909,357.164185,-0.000000
SS,-237685,-85091359.317475,87.164152,23.386816
AE,-237685,-85091270.209737,177.164111,-0.000000
WS,-237685,-85091178.564012,267.164078,-23.386822
VE,-237656,-85080858.252984,357.159822,-0.000000
SS,-237656,-85080767.285667,87.159790,23.387166
AE,-237656,-85080678.182565,177.159748,-0.000000
WS,-237656,-85080586.556934,267.159716,-23.387172
VE,-237627,-85070266.241156,357.155468,-0.000000
SS,-237627,-85070175.253904,87.155435,23.387525
AE,-237627,-85070086.155284,177.155394,-0.000000
WS,-237627,-85069994.549791,267.155361,-23.387531
VE,-237598,-85059674.229426,357.151121,-0.000000
SS,-237598,-85059583.222189,87.151089,23.387895
AE,-237598,-85059494.127895,177.151047,-0.000000
WS,-237598,-85059402.542582,267.151015,-23.387901
VE,-237569,-85049082.217793,357.146782,-0.000000
SS,-237569,-85048991.190521,87.146750,23.388275
AE,-237569,-85048902.100396,177.146708,-0.000000
WS,-237569,-85048810.535306,267.146676,-23.388281
VE,-237540,-85038490.206257,357.142451,-0.000000
SS,-237540,-85038399.158902,87.142419,23.388664
AE,-237540,-85038310.072790,177.142377,-0.000000
WS,-237540,-85038218.527962,267.142346,-23.388671
VE,-237511,-85027898.194818,357.138128,-0.000000
SS,-237511,-85027807.127332,87.138097,23.389064
AE,-237511,-85027718.045075,177.138055,-0.000000
WS,-237511,-85027626.520548,267.138023,-23.389071
VE,-237482,-85017306.183475,357.133814,-0.000000
SS,-237482,-85017215.095812,87.133782,23.389474
AE,-237482,-85017126.017253,177.133741,0.000000
WS,-237482,-85017034.513065,267.133709,-23.389481
VE,-237453,-85006714.172227,357.129508,-0.000000
SS,-237453,-85006623.064342,87.129477,23.389893
AE,-237453,-85006533.989323,177.129435,-0.000000
WS,-237453,-85006442.505512,267.129404,-23.389901
VE,-237424,-84996122.161075,357.125211,-0.000000
SS,-237424,-84996031.032923,87.125180,23.390323
AE,-237424,-84995941.961285,177.125138,-0.000000
WS,-237424,-84995850.497886,267.125107,-23.390330
VE,-237395,-84985530.150018,357.120922,-0.000000
SS,-237395,-84985439.001556,87.120891,23.390762
AE,-237395,-84985349.933140,177.120849,-0.000000
WS,-237395,-84985258.490187,267.120818,-23.390770
VE,-237366,-84974938.139055,357.116642,-0.000000
SS,-237366,-84974846.970242,87.116611,23.391212
AE,-237366,-84974757.904888,177.116569,-0.000000
WS,-237366,-84974666.482415,267.116539,-23.391220
VE,-237337,-84964346.128186,357.112371,-0.000000
SS,-237337,-84964254.938982,87.112340,23.391671
AE,-237337,-84964165.876529,177.112298,-0.000000
WS,-237337,-84964074.474568,267.112268,-23.391679
VE,-237308,-84953754.117411,357.108109,-0.000000
SS,-237308,-84953662.907775,87.108079,23.392140
AE,-237308,-84953573.848064,177.108037,-0.000000
WS,-237308,-84953482.466645,267.108007,-23.392148
VE,-237279,-84943162.106729,357.103856,-0.000000
SS,-237279,-84943070.876623,87.103826,23.392619
AE,-237279,-84942981.819492,177.103784,-0.000000
WS,-237279,-84942890.458645,267.103754,-23.392628
VE,-237250,-84932570.096139,357.099613,-0.000000
SS,-237250,-84932478.845527,87.099583,23.393108
AE,-237250,-84932389.790815,177.099541,-0.000000
WS,-237250,-84932298.450568,267.099511,-23.393117
VE,-237221,-84921978.085642,357.095378,-0.000000
SS,-237221,-84921886.814486,87.095349,23.393607
AE,-237221,-84921797.762031,177.095307,-0.000000
WS,-237221,-84921706.442412,267.095277,-23.393616
VE,-237192,-84911386.075237,357.091154,-0.000000
SS,-237192,-84911294.783503,87.091124,23.394115
AE,-237192,-84911205.733143,177.091082,-0.000000
WS,-237192,-84911114.434177,267.091053,-23.394124
VE,-237163,-84900794.064922,357.086939,-0.000000
SS,-237163,-84900702.752578,87.086910,23.394634
AE,-237163,-84900613.704148,177.086867,-0.000000
WS,-237163,-84900522.425860,267.086838,-23.394643
VE,-237134,-84890202.054699,357.082734,-0.000000
SS,-237134,-84890110.721711,87.082705,23.395162
AE,-237134,-84890021.675049,177.082662,-0.000000
WS,-237134,-84889930.417462,267.082634,-23.395171
VE,-237105,-84879610.044566,357.078538,-0.000000
SS,-237105,-84879518.690903,87.078510,23.395699
AE,-237105,-84879429.645846,177.078467,-0.000000
WS,-237105,-84879338.408982,267.078439,-23.395709
VE,-237076,-84869018.034522,357.074353,-0.000000
SS,-237076,-84868926.660154,87.074325,23.396247
AE,-237076,-84868837.616538,177.074282,0.000000
WS,-237076,-84868746.400418,267.074254,-23.396256
VE,-237047,-84858426.024568,357.070178,-0.000000
SS,-237047,-84858334.629467,87.070150,23.396804
AE,-237047,-84858245.587126,177.070107,-0.000000
WS,-237047,-84858154.391769,267.070079,-23.396813
VE,-237018,-84847834.014703,357.066013,-0.000000
SS,-237018,-84847742.598840,87.065985,23.397371
AE,-237018,-84847653.557610,177.065942,-0.000000
WS,-237018,-84847562.383035,267.065914,-23.397380
VE,-236989,-84837242.004926,357.061858,-0.000000
SS,-236989,-84837150.568276,87.061830,23.397947
AE,-236989,-84837061.527991,177.061788,-0.000000
WS,-236989,-84836970.374215,267.061760,-23.397957
VE,-236960,-84826649.995237,357.057714,-0.000000
SS,-236960,-84826558.537775,87.057686,23.398533
AE,-236960,-84826469.498269,177.057644,-0.000000
WS,-236960,-84826378.365307,267.057617,-23.398543
VE,-236931,-84816057.985635,357.053581,-0.000000
SS,-236931,-84815966.507337,87.053553,23.399129
AE,-236931,-84815877.468445,177.053510,-0.000000
WS,-236931,-84815786.356310,267.053483,-23.399139
VE,-236902,-84805465.976119,357.049458,-0.000000
SS,-236902,-84805374.476963,87.049431,23.399734
AE,-236902,-84805285.438518,177.049388,-0.000000
WS,-236902,-84805194.347224,267.049361,-23.399744
VE,-236873,-84794873.966690,357.045346,-0.000000
SS,-236873,-84794782.446654,87.045319,23.400349
AE,-236873,-84794693.408489,177.045276,-0.000000
WS,-236873,-84794602.338048,267.045249,-23.400359
VE,-236844,-84784281.957346,357.041245,-0.000000
SS,-236844,-84784190.416411,87.041218,23.400973
AE,-236844,-84784101.378358,177.041175,-0.000000
WS,-236844,-84784010.328781,267.041149,-23.400984
VE,-236815,-84773689.948087,357.037155,-0.000000
SS,-236815,-84773598.386234,87.037128,23.401607
AE,-236815,-84773509.348126,177.037085,-0.000000
WS,-236815,-84773418.319421,267.037059,-23.401618
VE,-236786,-84763097.938913,357.033076,-0.000000
SS,-236786,-84763006.356125,87.033050,23.402251
AE,-236786,-84762917.317793,177.033007,-0.000000
WS,-236786,-84762826.309967,267.032981,-23.402262
VE,-236757,-84752505.929822,357.029009,-0.000000
SS,-236757,-84752414.326083,87.028982,23.402903
AE,-236757,-84752325.287360,177.028939,-0.000000
WS,-236757,-84752234.300420,267.028914,-23.402915
VE,-236728,-84741913.920814,357.024953,-0.000000
SS,-236728,-84741822.296110,87.024927,23.403566
AE,-236728,-84741733.256827,177.024884,0.000000
WS,-236728,-84741642.290777,267.024858,-23.403577
VE,-236699,-84731321.911889,357.020908,-0.000000
SS,-236699,-84731230.266207,87.020882,23.404238
AE,-236699,-84731141.226194,177.020839,-0.000000
WS,-236699,-84731050.281039,267.020814,-23.404249
VE,-236670,-84720729.903046,357.016875,-0.000000
SS,-236670,-84720638.236373,87.016850,23.404919
AE,-236670,-84720549.195461,177.016806,-0.000000
WS,-236670,-84720458.271203,267.016782,-23.404930
VE,-236641,-84710137.894284,357.012854,-0.000000
SS,-236641,-84710046.206611,87.012829,23.405609
AE,-236641,-84709957.164630,177.012785,-0.000000
WS,-236641,-84709866.261269,267.012761,-23.405621
VE,-236612,-84699545.885603,357.008845,-0.000000
SS,-236612,-84699454.176920,87.008820,23.406309
AE,-236612,-84699365.133701,177.008776,-0.000000
WS,-236612,-84699274.251235,267.008752,-23.406321
VE,-236583,-84688953.877002,357.004847,-0.000000
SS,-236583,-84688862.147301,87.004822,23.407018
AE,-236583,-84688773.102673,177.004779,-0.000000
WS,-236583,-84688682.241102,267.004755,-23.407031
VE,-236554,-84678361.868480,357.000862,-0.000000
SS,-236554,-84678270.117756,87.000838,23.407737
AE,-236554,-84678181.071548,177.000794,0.000000
WS,-236554,-84678090.230868,267.000770,-23.407749
VE,-236525,-84667769.860037,356.996889,-0.000000
SS,-236525,-84667678.088284,86.996865,23.408465
AE,-236525,-84667589.040326,176.996822,-0.000000
WS,-236525,-84667498.220532,266.996798,-23.408477
VE,-236496,-84657177.851672,356.992929,-0.000000
SS,-236496,-84657086.058887,86.992904,23.409202
AE,-236496,-84656997.009007,176.992861,-0.000000
WS,-236496,-84656906.210093,266.992838,-23.409215
VE,-236467,-84646585.843385,356.988980,-0.000000
SS,-236467,-84646494.029565,86.988956,23.409948
AE,-236467,-84646404.977592,176.988913,-0.000000
WS,-236467,-84646314.199550,266.988890,-23.409961
VE,-236438,-84635993.835174,356.985045,-0.000000
SS,-236438,-84635902.000319,86.985021,23.410704
AE,-236438,-84635812.946081,176.984978,-0.000000
WS,-236438,-84635722.188903,266.984955,-23.410717
VE,-236409,-84625401.827039,356.981122,0.000000
SS,-236409,-84625309.971150,86.981098,23.411469
AE,-236409,-84625220.914475,176.981055,-0.000000
WS,-236409,-84625130.178150,266.981032,-23.411482
VE,-236380,-84614809.818979,356.977211,-0.000000
SS,-236380,-84614717.942059,86.977188,23.412243
AE,-236380,-84614628.882775,176.977145,-0.000000
WS,-236380,-84614538.167290,266.977122,-23.412256
VE,-236351,-84604217.810994,356.973314,0.000000
SS,-236351,-84604125.913045,86.973291,23.413026
AE,-236351,-84604036.850980,176.973248,-0.000000
WS,-236351,-84603946.156322,266.973225,-23.413039
VE,-236322,-84593625.803083,356.969430,-0.000000
SS,-236322,-84593533.884111,86.969407,23.413818
AE,-236322,-84593444.819091,176.969364,-0.000000
WS,-236322,-84593354.145246,266.969342,-23.413831
VE,-236293,-84583033.795244,356.965559,-0.000000
SS,-236293,-84582941.855256,86.965536,23.414619
AE,-236293,-84582852.787110,176.965493,-0.000000
WS,-236293,-84582762.134061,266.965471,-23.414633
VE,-236264,-84572441.787479,356.961701,-0.000000
SS,-236264,-84572349.826482,86.961678,23.415429
AE,-236264,-84572260.755036,176.961635,-0.000000
WS,-236264,-84572170.122765,266.961613,-23.415443
VE,-236235,-84561849.779784,356.957856,0.000000
SS,-236235,-84561757.797789,86.957834,23.416249
AE,-236235,-84561668.722869,176.957790,-0.000000
WS,-236235,-84561578.111358,266.957769,-23.416263
VE,-236206,-84551257.772161,356.954025,-0.000000
SS,-236206,-84551165.769177,86.954003,23.417077
AE,-236206,-84551076.690612,176.953959,-0.000000
WS,-236206,-84550986.099838,266.953938,-23.417091
VE,-236177,-84540665.764607,356.950207,-0.000000
SS,-236177,-84540573.740649,86.950185,23.417914
AE,-236177,-84540484.658263,176.950142,-0.000000
WS,-236177,-84540394.088206,266.950121,-23.417929
VE,-236148,-84530073.757123,356.946403,0.000000
SS,-236148,-84529981.712203,86.946382,23.418761
AE,-236148,-84529892.625824,176.946338,-0.000000
WS,-236148,-84529802.076459,266.946318,-23.418775
VE,-236119,-84519481.749707,356.942613,0.000000
SS,-236119,-84519389.683842,86.942592,23.419616
AE,-236119,-84519300.593295,176.942548,-0.000000
WS,-236119,-84519210.064598,266.942528,-23.419631
VE,-236090,-84508889.742359,356.938837,-0.000000
SS,-236090,-84508797.655566,86.938816,23.420480
AE,-236090,-84508708.560677,176.938772,-0.000000
WS,-236090,-84508618.052620,266.938752,-23.420495
VE,-236061,-84498297.735078,356.935074,-0.000000
SS,-236061,-84498205.627375,86.935053,23.421353
AE,-236061,-84498116.527970,176.935010,-0.000000
WS,-236061,-84498026.040526,266.934990,-23.421368
VE,-236032,-84487705.727863,356.931326,-0.000000
SS,-236032,-84487613.599270,86.931305,23.422235
AE,-236032,-84487524.495175,176.931262,-0.000000
WS,-236032,-84487434.028314,266.931242,-23.422250
VE,-236003,-84477113.720713,356.927592,-0.000000
SS,-236003,-84477021.571252,86.927572,23.423126
AE,-236003,-84476932.462293,176.927528,-0.000000
WS,-236003,-84476842.015984,266.927509,-23.423141
VE,-235974,-84466521.713627,356.923872,0.000000
SS,-235974,-84466429.543322,86.923852,23.424025
AE,-235974,-84466340.429324,176.923809,-0.000000
WS,-235974,-84466250.003534,266.923789,-23.424041
VE,-235945,-84455929.706604,356.920167,-0.000000
SS,-235945,-84455837.515480,86.920147,23.424933
AE,-235945,-84455748.396268,176.920103,-0.000000
WS,-235945,-84455657.990963,266.920085,-23.424949
VE,-235916,-84445337.699645,356.916476,-0.000000
SS,-235916,-84445245.487727,86.916456,23.425850
AE,-235916,-84445156.363128,176.916413,-0.000000
WS,-235916,-84445065.978272,266.916394,-23.425866
VE,-235887,-84434745.692747,356.912800,-0.000000
SS,-235887,-84434653.460064,86.912780,23.426776
AE,-235887,-84434564.329902,176.912737,-0.000000
WS,-235887,-84434473.965458,266.912719,-23.426792
VE,-235858,-84424153.685909,356.909138,-0.000000
SS,-235858,-84424061.432492,86.909119,23.427710
AE,-235858,-84423972.296592,176.909076,0.000000
WS,-235858,-84423881.952522,266.909058,-23.427726
VE,-235829,-84413561.679132,356.905492,-0.000000
SS,-235829,-84413469.405011,86.905473,23.428653
AE,-235829,-84413380.263199,176.905429,-0.000000
WS,-235829,-84413289.939462,266.905412,-23.428670
VE,-235800,-84402969.672414,356.901860,-0.000000
SS,-235800,-84402877.377621,86.901841,23.429605
AE,-235800,-84402788.229723,176.901798,-0.000000
WS,-235800,-84402697.926277,266.901780,-23.429621
VE,-235771,-84392377.665754,356.898243,0.000000
SS,-235771,-84392285.350324,86.898225,23.430565
AE,-235771,-84392196.196164,176.898182,-0.000000
WS,-235771,-84392105.912966,266.898164,-23.430582
VE,-235742,-84381785.659151,356.894642,-0.000000
SS,-235742,-84381693.323121,86.894624,23.431534
AE,-235742,-84381604.162524,176.894580,-0.000000
WS,-235742,-84381513.899529,266.894563,-23.431551
VE,-235713,-84371193.652604,356.891056,-0.000000
SS,-235713,-84371101.296011,86.891038,23.432511
AE,-235713,-84371012.128804,176.890994,-0.000000
WS,-235713,-84370921.885965,266.890978,-23.432528
VE,-235684,-84360601.646113,356.887485,0.000000
SS,-235684,-84360509.268996,86.887467,23.433497
AE,-235684,-84360420.095003,176.887424,-0.000000
WS,-235684,-84360329.872273,266.887407,-23.433514
VE,-235655,-84350009.639676,356.883930,-0.000000
SS,-235655,-84349917.242076,86.883912,23.434491
AE,-235655,-84349828.061123,176.883869,-0.000000
WS,-235655,-84349737.858452,266.883852,-23.434508
VE,-235626,-84339417.633292,356.880390,-0.000000
SS,-235626,-84339325.215252,86.880373,23.435494
AE,-235626,-84339236.027164,176.880329,-0.000000
WS,-235626,-84339145.844501,266.880313,-23.435511
VE,-235597,-84328825.626961,356.876866,-0.000000
SS,-235597,-84328733.188525,86.876849,23.436505
AE,-235597,-84328643.993128,176.876805,-0.000000
WS,-235597,-84328553.830420,266.876790,-23.436523
VE,-235568,-84318233.620681,356.873357,0.000000
SS,-235568,-84318141.161895,86.873341,23.437525
AE,-235568,-84318051.959014,176.873297,-0.000000
WS,-235568,-84317961.816208,266.873282,-23.437542
VE,-235539,-84307641.614451,356.869865,-0.000000
SS,-235539,-84307549.135363,86.869848,23.438553
AE,-235539,-84307459.924824,176.869805,-0.000000
WS,-235539,-84307369.801863,266.869790,-23.438570
VE,-235510,-84297049.608271,356.866388,-0.000000
SS,-235510,-84296957.108930,86.866372,23.439589
AE,-235510,-84296867.890559,176.866329,-0.000000
WS,-235510,-84296777.787386,266.866314,-23.439607
VE,-235481,-84286457.602139,356.862928,-0.000000
SS,-235481,-84286365.082596,86.862912,23.440633
AE,-235481,-84286275.856218,176.862868,-0.000000
WS,-235481,-84286185.772774,266.862854,-23.440651
VE,-235452,-84275865.596055,356.859483,0.000000
SS,-235452,-84275773.056362,86.859468,23.441686
AE,-235452,-84275683.821804,176.859424,-0.000000
WS,-235452,-84275593.758029,266.859410,-23.441704
VE,-235423,-84265273.590017,356.856055,0.000000
SS,-235423,-84265181.030228,86.856040,23.442747
AE,-235423,-84265091.787316,176.855997,-0.000000
WS,-235423,-84265001.743148,266.855982,-23.442765
VE,-235394,-84254681.584024,356.852644,-0.000000
SS,-235394,-84254589.004196,86.852629,23.443816
AE,-235394,-84254499.752756,176.852585,-0.000000
WS,-235394,-84254409.728131,266.852571,-23.443834
VE,-235365,-84244089.578075,356.849249,-0.000000
SS,-235365,-84243996.978265,86.849234,23.444894
AE,-235365,-84243907.718125,176.849190,-0.000000
WS,-235365,-84243817.712977,266.849177,-23.444912
VE,-235336,-84233497.572170,356.845870,-0.000000
SS,-235336,-84233404.952437,86.845855,23.445979
AE,-235336,-84233315.683423,176.845812,-0.000000
WS,-235336,-84233225.697686,266.845799,-23.445997
VE,-235307,-84222905.566306,356.842508,0.000000
SS,-235307,-84222812.926712,86.842494,23.447073
AE,-235307,-84222723.648650,176.842450,-0.000000
WS,-235307,-84222633.682256,266.842437,-23.447091
VE,-235278,-84212313.560484,356.839163,-0.000000
SS,-235278,-84212220.901091,86.839149,23.448174
AE,-235278,-84212131.613809,176.839106,-0.000000
WS,-235278,-84212041.666688,266.839093,-23.448193
VE,-235249,-84201721.554701,356.835835,0.000000
SS,-235249,-84201628.875574,86.835821,23.449284
AE,-235249,-84201539.578900,176.835778,-0.000000
WS,-235249,-84201449.650980,266.835765,-23.449303
VE,-235220,-84191129.548957,356.832523,-0.000000
SS,-235220,-84191036.850162,86.832510,23.450401
AE,-235220,-84190947.543923,176.832467,-0.000000
WS,-235220,-84190857.635131,266.832454,-23.450420
VE,-235191,-84180537.543251,356.829229,0.000000
SS,-235191,-84180444.824855,86.829216,23.451527
AE,-235191,-84180355.508879,176.829173,-0.000000
WS,-235191,-84180265.619141,266.829160,-23.451546
VE,-235162,-84169945.537582,356.825952,0.000000
SS,-235162,-84169852.799654,86.825939,23.452661
AE,-235162,-84169763.473770,176.825896,-0.000000
WS,-235162,-84169673.603010,266.825884,-23.452680
VE,-235133,-84159353.531947,356.822692,-0.000000
SS,-235133,-84159260.774561,86.822679,23.453802
AE,-235133,-84159171.438597,176.822636,-0.000000
WS,-235133,-84159081.586735,266.822624,-23.453821
VE,-235104,-84148761.526347,356.819449,-0.000000
SS,-235104,-84148668.749574,86.819437,23.454951
AE,-235104,-84148579.403359,176.819394,0.000000
WS,-235104,-84148489.570318,266.819382,-23.454971
VE,-235075,-84138169.520780,356.816224,-0.000000
SS,-235075,-84138076.724695,86.816212,23.456108
AE,-235075,-84137987.368059,176.816169,0.000000
WS,-235075,-84137897.553757,266.816158,-23.456128
VE,-235046,-84127577.515245,356.813017,0.000000
SS,-235046,-84127484.699925,86.813005,23.457273
AE,-235046,-84127395.332696,176.812962,-0.000000
WS,-235046,-84127305.537051,266.812951,-23.457293
VE,-235017,-84116985.509741,356.809827,0.000000
SS,-235017,-84116892.675263,86.809815,23.458446
AE,-235017,-84116803.297272,176.809772,-0.000000
WS,-235017,-84116713.520200,266.809761,-23.458466
VE,-234988,-84106393.504267,356.806654,0.000000
SS,-234988,-84106300.650712,86.806643,23.459626
AE,-234988,-84106211.261789,176.806600,0.000000
WS,-234988,-84106121.503203,266.806590,-23.459646
VE,-234959,-84095801.498820,356.803500,-0.000000
SS,-234959,-84095708.626270,86.803489,23.460815
AE,-234959,-84095619.226246,176.803446,-0.000000
WS,-234959,-84095529.486060,266.803436,-23.460835
VE,-234930,-84085209.493401,356.800364,-0.000000
SS,-234930,-84085116.601938,86.800352,23.462010
AE,-234930,-84085027.190645,176.800310,-0.000000
WS,-234930,-84084937.468769,266.800300,-23.462031
VE,-234901,-84074617.488008,356.797245,-0.000000
SS,-234901,-84074524.577718,86.797234,23.463214
AE,-234901,-84074435.154986,176.797191,-0.000000
WS,-234901,-84074345.451331,266.797182,-23.463234
VE,-234872,-84064025.482640,356.794145,0.000000
SS,-234872,-84063932.553609,86.794134,23.464425
AE,-234872,-84063843.119271,176.794091,-0.000000
WS,-234872,-84063753.433745,266.794082,-23.464445
VE,-234843,-84053433.477295,356.791062,-0.000000
SS,-234843,-84053340.529613,86.791052,23.465643
AE,-234843,-84053251.083501,176.791009,-0.000000
WS,-234843,-84053161.416009,266.791000,-23.465664
VE,-234814,-84042841.471972,356.787998,0.000000
SS,-234814,-84042748.505729,86.787988,23.466869
AE,-234814,-84042659.047677,176.787946,-0.000000
WS,-234814,-84042569.398124,266.787937,-23.466890
VE,-234785,-84032249.466671,356.784953,-0.000000
SS,-234785,-84032156.481958,86.784943,23.468103
AE,-234785,-84032067.011799,176.784900,-0.000000
WS,-234785,-84031977.380089,266.784892,-23.468124
VE,-234756,-84021657.461389,356.781925,-0.000000
SS,-234756,-84021564.458301,86.781916,23.469344
AE,-234756,-84021474.975868,176.781873,0.000000
WS,-234756,-84021385.361904,266.781865,-23.469365
VE,-234727,-84011065.456126,356.778917,0.000000
SS,-234727,-84010972.434758,86.778908,23.470592
AE,-234727,-84010882.939886,176.778865,-0.000000
WS,-234727,-84010793.343567,266.778857,-23.470614
VE,-234698,-84000473.450880,356.775927,-0.000000
SS,-234698,-84000380.411330,86.775918,23.471848
AE,-234698,-84000290.903854,176.775875,-0.000000
WS,-234698,-84000201.325078,266.775868,-23.471870
VE,-234669,-83989881.445650,356.772955,-0.000000
SS,-234669,-83989788.388016,86.772947,23.473111
AE,-234669,-83989698.867773,176.772904,0.000000
WS,-234669,-83989609.306437,266.772897,-23.473133
VE,-234640,-83979289.440435,356.770003,0.000000
SS,-234640,-83979196.364818,86.769995,23.474382
AE,-234640,-83979106.831643,176.769952,-0.000000
WS,-234640,-83979017.287644,266.769945,-23.474403
VE,-234611,-83968697.435233,356.767069,-0.000000
SS,-234611,-83968604.341736,86.767061,23.475660
AE,-234611,-83968514.795466,176.767019,0.000000
WS,-234611,-83968425.268697,266.767012,-23.475681
VE,-234582,-83958105.430043,356.764155,-0.000000
SS,-234582,-83958012.318770,86.764147,23.476945
AE,-234582,-83957922.759242,176.764105,-0.000000
WS,-234582,-83957833.249596,266.764098,-23.476966
VE,-234553,-83947513.424864,356.761259,0.000000
SS,-234553,-83947420.295921,86.761251,23.478237
AE,-234553,-83947330.722974,176.761209,0.000000
WS,-234553,-83947241.230341,266.761203,-23.478259
VE,-234524,-83936921.419695,356.758383,0.000000
SS,-234524,-83936828.273190,86.758375,23.479536
AE,-234524,-83936738.686661,176.758333,0.000000
WS,-234524,-83936649.210931,266.758327,-23.479558
VE,-234495,-83926329.414533,356.755525,-0.000000
SS,-234495,-83926236.250575,86.755518,23.480843
AE,-234495,-83926146.650306,176.755476,-0.000000
WS,-234495,-83926057.191366,266.755470,-23.480865
VE,-234466,-83915737.409379,356.752688,-0.000000
SS,-234466,-83915644.228079,86.752681,23.482156
AE,-234466,-83915554.613908,176.752639,-0.000000
WS,-234466,-83915465.171645,266.752633,-23.482179
VE,-234437,-83905145.404230,356.749869,0.000000
SS,-234437,-83905052.205701,86.749863,23.483477
AE,-234437,-83904962.577469,176.749821,0.000000
WS,-234437,-83904873.151769,266.749815,-23.483499
VE,-234408,-83894553.399085,356.747070,-0.000000
SS,-234408,-83894460.183442,86.747064,23.484805
AE,-234408,-83894370.540991,176.747022,-0.000000
WS,-234408,-83894281.131735,266.747017,-23.484827
VE,-234379,-83883961.393943,356.744291,-0.000000
SS,-234379,-83883868.161302,86.744285,23.486139
AE,-234379,-83883778.504474,176.744243,-0.000000
WS,-234379,-83883689.111545,266.744238,-23.486162
VE,-234350,-83873369.388802,356.741531,0.000000
SS,-234350,-83873276.139281,86.741525,23.487481
AE,-234350,-83873186.467919,176.741484,0.000000
WS,-234350,-83873097.091197,266.741479,-23.487503
VE,-234321,-83862777.383661,356.738791,0.000000
SS,-234321,-83862684.117381,86.738785,23.488829
AE,-234321,-83862594.431328,176.738744,0.000000
WS,-234321,-83862505.070692,266.738739,-23.488852
VE,-234292,-83852185.378519,356.736071,-0.000000
SS,-234292,-83852092.095600,86.736066,23.490184
AE,-234292,-83852002.394701,176.736024,0.000000
WS,-234292,-83851913.050029,266.736020,-23.490207
VE,-234263,-83841593.373374,356.733371,0.000000
SS,-234263,-83841500.073940,86.733366,23.491547
AE,-234263,-83841410.358040,176.733324,0.000000
WS,-234263,-83841321.029207,266.733320,-23.491570
VE,-234234,-83831001.368226,356.730690,-0.000000
SS,-234234,-83830908.052400,86.730686,23.492916
AE,-234234,-83830818.321346,176.730644,-0.000000
WS,-234234,-83830729.008226,266.730640,-23.492939
VE,-234205,-83820409.363071,356.728030,0.000000
SS,-234205,-83820316.030982,86.728026,23.494291
