Type,Model Year,JD,RA (deg),Obliquity (deg)
AE,-157210,-55698406.527785,175.593534,-0.000000
WS,-157210,-55698313.169324,265.593489,-23.049065
VE,-157181,-55687994.204560,355.587636,-0.000000
SS,-157181,-55687904.913798,85.587593,23.049630
AE,-157181,-55687814.514113,175.587534,-0.000000
WS,-157181,-55687721.165238,265.587490,-23.049640
VE,-157152,-55677402.182206,355.581637,-0.000000
SS,-157152,-55677312.882130,85.581594,23.050216
AE,-157152,-55677222.500327,175.581535,-0.000000
WS,-157152,-55677129.161181,265.581490,-23.050226
VE,-157123,-55666810.159964,355.575637,-0.000000
SS,-157123,-55666720.850435,85.575595,23.050813
AE,-157123,-55666630.486426,175.575536,-0.000000
WS,-157123,-55666537.157154,265.575492,-23.050824
VE,-157094,-55656218.137831,355.569639,-0.000000
SS,-157094,-55656128.818712,85.569596,23.051422
AE,-157094,-55656038.472412,175.569537,-0.000000
WS,-157094,-55655945.153154,265.569493,-23.051433
VE,-157065,-55645626.115810,355.563640,-0.000000
SS,-157065,-55645536.786964,85.563598,23.052042
AE,-157065,-55645446.458284,175.563539,-0.000000
WS,-157065,-55645353.149182,265.563495,-23.052053
VE,-157036,-55635034.093899,355.557643,-0.000000
SS,-157036,-55634944.755190,85.557601,23.052674
AE,-157036,-55634854.444041,175.557541,-0.000000
WS,-157036,-55634761.145236,265.557497,-23.052685
VE,-157007,-55624442.072098,355.551646,-0.000000
SS,-157007,-55624352.723390,85.551604,23.053318
AE,-157007,-55624262.429683,175.551544,-0.000000
WS,-157007,-55624169.141314,265.551500,-23.053329
VE,-156978,-55613850.050408,355.545649,-0.000000
SS,-156978,-55613760.691567,85.545608,23.053973
AE,-156978,-55613670.415211,175.545548,-0.000000
WS,-156978,-55613577.137417,265.545504,-23.053984
VE,-156949,-55603258.028828,355.539654,-0.000000
SS,-156949,-55603168.659719,85.539613,23.054639
AE,-156949,-55603078.400624,175.539553,-0.000000
WS,-156949,-55602985.133543,265.539510,-23.054651
VE,-156920,-55592666.007359,355.533660,-0.000000
SS,-156920,-55592576.627849,85.533619,23.055317
AE,-156920,-55592486.385921,175.533559,-0.000000
WS,-156920,-55592393.129691,265.533516,-23.055329
VE,-156891,-55582073.986000,355.527668,-0.000000
SS,-156891,-55581984.595956,85.527627,23.056007
AE,-156891,-55581894.371104,175.527566,-0.000000
WS,-156891,-55581801.125860,265.527523,-23.056019
VE,-156862,-55571481.964752,355.521677,-0.000000
SS,-156862,-55571392.564042,85.521636,23.056708
AE,-156862,-55571302.356171,175.521575,-0.000000
WS,-156862,-55571209.122049,265.521533,-23.056720
VE,-156833,-55560889.943613,355.515687,-0.000000
SS,-156833,-55560800.532106,85.515646,23.057420
AE,-156833,-55560710.341122,175.515586,-0.000000
WS,-156833,-55560617.118257,265.515543,-23.057433
VE,-156804,-55550297.922585,355.509699,-0.000000
SS,-156804,-55550208.500150,85.509659,23.058145
AE,-156804,-55550118.325958,175.509598,-0.000000
WS,-156804,-55550025.114484,265.509556,-23.058157
VE,-156775,-55539705.901667,355.503713,-0.000000
SS,-156775,-55539616.468174,85.503673,23.058880
AE,-156775,-55539526.310678,175.503612,-0.000000
WS,-156775,-55539433.110728,265.503570,-23.058893
VE,-156746,-55529113.880859,355.497729,-0.000000
SS,-156746,-55529024.436179,85.497689,23.059628
AE,-156746,-55528934.295282,175.497628,-0.000000
WS,-156746,-55528841.106988,265.497586,-23.059641
VE,-156717,-55518521.860161,355.491747,-0.000000
SS,-156717,-55518432.404166,85.491707,23.060386
AE,-156717,-55518342.279770,175.491646,-0.000000
WS,-156717,-55518249.103264,265.491604,-23.060400
VE,-156688,-55507929.839573,355.485768,-0.000000
SS,-156688,-55507840.372135,85.485728,23.061157
AE,-156688,-55507750.264142,175.485667,-0.000000
WS,-156688,-55507657.099554,265.485625,-23.061170
VE,-156659,-55497337.819095,355.479791,-0.000000
SS,-156659,-55497248.340086,85.479751,23.061939
AE,-156659,-55497158.248398,175.479689,-0.000000
WS,-156659,-55497065.095857,265.479648,-23.061952
VE,-156630,-55486745.798727,355.473816,-0.000000
SS,-156630,-55486656.308021,85.473777,23.062732
AE,-156630,-55486566.232537,175.473715,-0.000000
WS,-156630,-55486473.092173,265.473674,-23.062746
VE,-156601,-55476153.778468,355.467844,-0.000000
SS,-156601,-55476064.275940,85.467805,23.063537
AE,-156601,-55475974.216559,175.467743,-0.000000
WS,-156601,-55475881.088501,265.467702,-23.063551
VE,-156572,-55465561.758319,355.461875,-0.000000
SS,-156572,-55465472.243843,85.461836,23.064354
AE,-156572,-55465382.200465,175.461774,-0.000000
WS,-156572,-55465289.084839,265.461733,-23.064368
VE,-156543,-55454969.738280,355.455909,-0.000000
SS,-156543,-55454880.211732,85.455870,23.065182
AE,-156543,-55454790.184254,175.455808,-0.000000
WS,-156543,-55454697.081186,265.455768,-23.065196
VE,-156514,-55444377.718350,355.449946,-0.000000
SS,-156514,-55444288.179607,85.449907,23.066021
AE,-156514,-55444198.167926,175.449845,-0.000000
WS,-156514,-55444105.077542,265.449805,-23.066036
VE,-156485,-55433785.698529,355.443986,-0.000000
SS,-156485,-55433696.147468,85.443948,23.066872
AE,-156485,-55433606.151481,175.443885,-0.000000
WS,-156485,-55433513.073906,265.443845,-23.066887
VE,-156456,-55423193.678817,355.438030,-0.000000
SS,-156456,-55423104.115316,85.437991,23.067735
AE,-156456,-55423014.134920,175.437929,-0.000000
WS,-156456,-55422921.070277,265.437889,-23.067750
VE,-156427,-55412601.659215,355.432077,-0.000000
SS,-156427,-55412512.083152,85.432039,23.068609
AE,-156427,-55412422.118240,175.431976,-0.000000
WS,-156427,-55412329.066654,265.431937,-23.068625
VE,-156398,-55402009.639722,355.426128,-0.000000
SS,-156398,-55401920.050977,85.426090,23.069495
AE,-156398,-55401830.101444,175.426027,-0.000000
WS,-156398,-55401737.063035,265.425988,-23.069511
VE,-156369,-55391417.620338,355.420183,-0.000000
SS,-156369,-55391328.018790,85.420145,23.070392
AE,-156369,-55391238.084530,175.420082,-0.000000
WS,-156369,-55391145.059420,265.420043,-23.070408
VE,-156340,-55380825.601062,355.414241,-0.000000
SS,-156340,-55380735.986593,85.414203,23.071301
AE,-156340,-55380646.067499,175.414141,-0.000000
WS,-156340,-55380553.055809,265.414102,-23.071317
VE,-156311,-55370233.581896,355.408304,-0.000000
SS,-156311,-55370143.954387,85.408266,23.072222
AE,-156311,-55370054.050350,175.408203,-0.000000
WS,-156311,-55369961.052199,265.408164,-23.072238
VE,-156282,-55359641.562838,355.402371,-0.000000
SS,-156282,-55359551.922171,85.402333,23.073154
AE,-156282,-55359462.033083,175.402270,-0.000000
WS,-156282,-55359369.048590,265.402232,-23.073170
VE,-156253,-55349049.543888,355.396442,-0.000000
SS,-156253,-55348959.889947,85.396405,23.074097
AE,-156253,-55348870.015699,175.396342,-0.000000
WS,-156253,-55348777.044982,265.396303,-23.074113
VE,-156224,-55338457.525047,355.390518,-0.000000
SS,-156224,-55338367.857715,85.390481,23.075052
AE,-156224,-55338277.998197,175.390417,-0.000000
WS,-156224,-55338185.041373,265.390379,-23.075069
VE,-156195,-55327865.506314,355.384598,-0.000000
SS,-156195,-55327775.825475,85.384561,23.076019
AE,-156195,-55327685.980577,175.384498,-0.000000
WS,-156195,-55327593.037762,265.384460,-23.076035
VE,-156166,-55317273.487690,355.378683,-0.000000
SS,-156166,-55317183.793229,85.378647,23.076997
AE,-156166,-55317093.962839,175.378583,-0.000000
WS,-156166,-55317001.034149,265.378545,-23.077014
VE,-156137,-55306681.469173,355.372773,-0.000000
SS,-156137,-55306591.760977,85.372737,23.077986
AE,-156137,-55306501.944983,175.372673,-0.000000
WS,-156137,-55306409.030532,265.372636,-23.078003
VE,-156108,-55296089.450764,355.366868,-0.000000
SS,-156108,-55295999.728719,85.366832,23.078987
AE,-156108,-55295909.927009,175.366768,-0.000000
WS,-156108,-55295817.026910,265.366731,-23.079004
VE,-156079,-55285497.432463,355.360969,-0.000000
SS,-156079,-55285407.696457,85.360933,23.080000
AE,-156079,-55285317.908917,175.360869,-0.000000
WS,-156079,-55285225.023283,265.360832,-23.080017
VE,-156050,-55274905.414270,355.355074,-0.000000
SS,-156050,-55274815.664190,85.355038,23.081024
AE,-156050,-55274725.890707,175.354974,-0.000000
WS,-156050,-55274633.019650,265.354938,-23.081041
VE,-156021,-55264313.396184,355.349185,-0.000000
SS,-156021,-55264223.631919,85.349150,23.082059
AE,-156021,-55264133.872378,175.349086,-0.000000
WS,-156021,-55264041.016010,265.349049,-23.082077
VE,-155992,-55253721.378206,355.343302,-0.000000
SS,-155992,-55253631.599646,85.343266,23.083106
AE,-155992,-55253541.853931,175.343202,-0.000000
WS,-155992,-55253449.012361,265.343166,-23.083124
VE,-155963,-55243129.360335,355.337424,-0.000000
SS,-155963,-55243039.567370,85.337389,23.084165
AE,-155963,-55242949.835366,175.337325,-0.000000
WS,-155963,-55242857.008703,265.337289,-23.084183
VE,-155934,-55232537.342570,355.331553,-0.000000
SS,-155934,-55232447.535092,85.331518,23.085235
AE,-155934,-55232357.816682,175.331453,-0.000000
WS,-155934,-55232265.005035,265.331417,-23.085253
VE,-155905,-55221945.324913,355.325687,-0.000000
SS,-155905,-55221855.502813,85.325652,23.086316
AE,-155905,-55221765.797880,175.325588,-0.000000
WS,-155905,-55221673.001356,265.325552,-23.086335
VE,-155876,-55211353.307363,355.319827,-0.000000
SS,-155876,-55211263.470533,85.319793,23.087409
AE,-155876,-55211173.778959,175.319728,-0.000000
WS,-155876,-55211080.997665,265.319693,-23.087428
VE,-155847,-55200761.289919,355.313974,-0.000000
SS,-155847,-55200671.438254,85.313940,23.088514
AE,-155847,-55200581.759920,175.313875,-0.000000
WS,-155847,-55200488.993962,265.313840,-23.088533
VE,-155818,-55190169.272581,355.308127,-0.000000
SS,-155818,-55190079.405974,85.308093,23.089629
AE,-155818,-55189989.740762,175.308028,-0.000000
WS,-155818,-55189896.990244,265.307993,-23.089649
VE,-155789,-55179577.255350,355.302287,-0.000000
SS,-155789,-55179487.373697,85.302253,23.090757
AE,-155789,-55179397.721485,175.302188,-0.000000
WS,-155789,-55179304.986512,265.302153,-23.090776
VE,-155760,-55168985.238225,355.296453,-0.000000
SS,-155760,-55168895.341420,85.296419,23.091896
AE,-155760,-55168805.702090,175.296355,-0.000000
WS,-155760,-55168712.982765,265.296320,-23.091915
VE,-155731,-55158393.221207,355.290627,-0.000000
SS,-155731,-55158303.309147,85.290593,23.093046
AE,-155731,-55158213.682576,175.290528,-0.000000
WS,-155731,-55158120.979001,265.290494,-23.093066
VE,-155702,-55147801.204294,355.284807,-0.000000
SS,-155702,-55147711.276876,85.284773,23.094207
AE,-155702,-55147621.662943,175.284708,-0.000000
WS,-155702,-55147528.975219,265.284674,-23.094227
VE,-155673,-55137209.187486,355.278994,-0.000000
SS,-155673,-55137119.244609,85.278961,23.095380
AE,-155673,-55137029.643191,175.278896,-0.000000
WS,-155673,-55136936.971419,265.278862,-23.095401
VE,-155644,-55126617.170784,355.273189,-0.000000
SS,-155644,-55126527.212346,85.273156,23.096565
AE,-155644,-55126437.623321,175.273090,-0.000000
WS,-155644,-55126344.967600,265.273057,-23.096585
VE,-155615,-55116025.154188,355.267391,-0.000000
SS,-155615,-55115935.180088,85.267358,23.097761
AE,-155615,-55115845.603332,175.267293,-0.000000
WS,-155615,-55115752.963760,265.267259,-23.097781
VE,-155586,-55105433.137696,355.261600,-0.000000
SS,-155586,-55105343.147835,85.261568,23.098968
AE,-155586,-55105253.583223,175.261502,-0.000000
WS,-155586,-55105160.959900,265.261469,-23.098989
VE,-155557,-55094841.121310,355.255817,-0.000000
SS,-155557,-55094751.115588,85.255785,23.100187
AE,-155557,-55094661.562996,175.255719,-0.000000
WS,-155557,-55094568.956017,265.255686,-23.100208
VE,-155528,-55084249.105028,355.250042,-0.000000
SS,-155528,-55084159.083348,85.250010,23.101417
AE,-155528,-55084069.542651,175.249944,-0.000000
WS,-155528,-55083976.952112,265.249912,-23.101438
VE,-155499,-55073657.088851,355.244275,-0.000000
SS,-155499,-55073567.051115,85.244243,23.102658
AE,-155499,-55073477.522186,175.244177,-0.000000
WS,-155499,-55073384.948182,265.244145,-23.102679
VE,-155470,-55063065.072779,355.238516,-0.000000
SS,-155470,-55062975.018890,85.238484,23.103911
AE,-155470,-55062885.501602,175.238419,-0.000000
WS,-155470,-55062792.944228,265.238386,-23.103932
VE,-155441,-55052473.056811,355.232765,-0.000000
SS,-155441,-55052382.986673,85.232734,23.105175
AE,-155441,-55052293.480900,175.232668,-0.000000
WS,-155441,-55052200.940248,265.232636,-23.105197
VE,-155412,-55041881.040946,355.227023,-0.000000
SS,-155412,-55041790.954465,85.226991,23.106450
AE,-155412,-55041701.460078,175.226925,-0.000000
WS,-155412,-55041608.936242,265.226894,-23.106472
VE,-155383,-55031289.025186,355.221289,-0.000000
SS,-155383,-55031198.922267,85.221257,23.107737
AE,-155383,-55031109.439138,175.221191,-0.000000
WS,-155383,-55031016.932207,265.221160,-23.107759
VE,-155354,-55020697.009530,355.215563,-0.000000
SS,-155354,-55020606.890080,85.215532,23.109035
AE,-155354,-55020517.418078,175.215466,0.000000
WS,-155354,-55020424.928145,265.215435,-23.109057
VE,-155325,-55010104.993976,355.209846,-0.000000
SS,-155325,-55010014.857903,85.209816,23.110344
AE,-155325,-55009925.396900,175.209750,-0.000000
WS,-155325,-55009832.924053,265.209719,-23.110367
VE,-155296,-54999512.978527,355.204139,-0.000000
SS,-155296,-54999422.825737,85.204108,23.111665
AE,-155296,-54999333.375603,175.204042,-0.000000
WS,-155296,-54999240.919930,265.204011,-23.111688
VE,-155267,-54988920.963180,355.198440,-0.000000
SS,-155267,-54988830.793584,85.198409,23.112997
AE,-155267,-54988741.354186,175.198343,-0.000000
WS,-155267,-54988648.915777,265.198313,-23.113020
VE,-155238,-54978328.947936,355.192750,-0.000000
SS,-155238,-54978238.761443,85.192720,23.114340
AE,-155238,-54978149.332651,175.192654,-0.000000
WS,-155238,-54978056.911591,265.192623,-23.114364
VE,-155209,-54967736.932795,355.187070,-0.000000
SS,-155209,-54967646.729315,85.187040,23.115695
AE,-155209,-54967557.310998,175.186973,-0.000000
WS,-155209,-54967464.907372,265.186943,-23.115718
VE,-155180,-54957144.917756,355.181399,-0.000000
SS,-155180,-54957054.697202,85.181369,23.117061
AE,-155180,-54956965.289225,175.181303,-0.000000
WS,-155180,-54956872.903120,265.181273,-23.117084
VE,-155151,-54946552.902819,355.175737,-0.000000
SS,-155151,-54946462.665103,85.175708,23.118438
AE,-155151,-54946373.267333,175.175641,-0.000000
WS,-155151,-54946280.898832,265.175612,-23.118461
VE,-155122,-54935960.887985,355.170085,-0.000000
SS,-155122,-54935870.633019,85.170056,23.119826
AE,-155122,-54935781.245323,175.169990,0.000000
WS,-155122,-54935688.894508,265.169960,-23.119850
VE,-155093,-54925368.873252,355.164444,-0.000000
SS,-155093,-54925278.600951,85.164415,23.121225
AE,-155093,-54925189.223194,175.164348,-0.000000
WS,-155093,-54925096.890148,265.164319,-23.121249
VE,-155064,-54914776.858621,355.158812,-0.000000
SS,-155064,-54914686.568899,85.158783,23.122636
AE,-155064,-54914597.200946,175.158716,-0.000000
WS,-155064,-54914504.885750,265.158687,-23.122660
VE,-155035,-54904184.844091,355.153190,-0.000000
SS,-155035,-54904094.536864,85.153161,23.124058
AE,-155035,-54904005.178579,175.153094,-0.000000
WS,-155035,-54903912.881313,265.153066,-23.124082
VE,-155006,-54893592.829663,355.147578,-0.000000
SS,-155006,-54893502.504846,85.147550,23.125491
AE,-155006,-54893413.156094,175.147483,-0.000000
WS,-155006,-54893320.876837,265.147455,-23.125515
VE,-154977,-54883000.815335,355.141977,-0.000000
SS,-154977,-54882910.472847,85.141949,23.126935
AE,-154977,-54882821.133489,175.141882,-0.000000
WS,-154977,-54882728.872321,265.141854,-23.126960
VE,-154948,-54872408.801108,355.136386,-0.000000
SS,-154948,-54872318.440867,85.136358,23.128390
AE,-154948,-54872229.110767,175.136291,-0.000000
WS,-154948,-54872136.867762,265.136263,-23.128415
VE,-154919,-54861816.786982,355.130806,-0.000000
SS,-154919,-54861726.408906,85.130778,23.129857
AE,-154919,-54861637.087926,175.130711,0.000000
WS,-154919,-54861544.863162,265.130684,-23.129882
VE,-154890,-54851224.772955,355.125236,-0.000000
SS,-154890,-54851134.376966,85.125209,23.131334
AE,-154890,-54851045.064966,175.125142,0.000000
WS,-154890,-54850952.858519,265.125115,-23.131360
VE,-154861,-54840632.759029,355.119677,-0.000000
SS,-154861,-54840542.345046,85.119650,23.132823
AE,-154861,-54840453.041888,175.119583,-0.000000
WS,-154861,-54840360.853831,265.119556,-23.132848
VE,-154832,-54830040.745202,355.114130,-0.000000
SS,-154832,-54829950.313147,85.114103,23.134323
AE,-154832,-54829861.018691,175.114036,0.000000
WS,-154832,-54829768.849098,265.114009,-23.134348
VE,-154803,-54819448.731475,355.108593,-0.000000
SS,-154803,-54819358.281270,85.108567,23.135833
AE,-154803,-54819268.995376,175.108500,-0.000000
WS,-154803,-54819176.844319,265.108473,-23.135859
VE,-154774,-54808856.717847,355.103068,-0.000000
SS,-154774,-54808766.249416,85.103042,23.137355
AE,-154774,-54808676.971943,175.102975,0.000000
WS,-154774,-54808584.839493,265.102949,-23.137382
VE,-154745,-54798264.704318,355.097555,-0.000000
SS,-154745,-54798174.217585,85.097528,23.138888
AE,-154745,-54798084.948392,175.097461,0.000000
WS,-154745,-54797992.834619,265.097435,-23.138915
VE,-154716,-54787672.690887,355.092052,-0.000000
SS,-154716,-54787582.185778,85.092026,23.140432
AE,-154716,-54787492.924722,175.091959,0.000000
WS,-154716,-54787400.829696,265.091933,-23.140459
VE,-154687,-54777080.677555,355.086562,-0.000000
SS,-154687,-54776990.153996,85.086536,23.141987
AE,-154687,-54776900.900935,175.086469,-0.000000
WS,-154687,-54776808.824724,265.086443,-23.142014
VE,-154658,-54766488.664321,355.081083,-0.000000
SS,-154658,-54766398.122238,85.081058,23.143553
AE,-154658,-54766308.877029,175.080990,-0.000000
WS,-154658,-54766216.819701,265.080965,-23.143580
VE,-154629,-54755896.651185,355.075616,-0.000000
SS,-154629,-54755806.090507,85.075591,23.145130
AE,-154629,-54755716.853006,175.075524,-0.000000
WS,-154629,-54755624.814626,265.075499,-23.145157
VE,-154600,-54745304.638146,355.070161,-0.000000
SS,-154600,-54745214.058802,85.070137,23.146718
AE,-154600,-54745124.828864,175.070069,0.000000
WS,-154600,-54745032.809499,265.070045,-23.146745
VE,-154571,-54734712.625205,355.064719,-0.000000
SS,-154571,-54734622.027123,85.064694,23.148317
AE,-154571,-54734532.804605,175.064627,-0.000000
WS,-154571,-54734440.804318,265.064602,-23.148344
VE,-154542,-54724120.612361,355.059289,-0.000000
SS,-154542,-54724029.995473,85.059264,23.149927
AE,-154542,-54723940.780229,175.059197,0.000000
WS,-154542,-54723848.799083,265.059173,-23.149954
VE,-154513,-54713528.599613,355.053871,-0.000000
SS,-154513,-54713437.963851,85.053847,23.151548
AE,-154513,-54713348.755735,175.053779,-0.000000
WS,-154513,-54713256.793792,265.053755,-23.151575
VE,-154484,-54702936.586962,355.048466,-0.000000
SS,-154484,-54702845.932258,85.048442,23.153179
AE,-154484,-54702756.731123,175.048374,0.000000
WS,-154484,-54702664.788445,265.048351,-23.153207
VE,-154455,-54692344.574407,355.043073,-0.000000
SS,-154455,-54692253.900694,85.043050,23.154822
AE,-154455,-54692164.706394,175.042982,0.000000
WS,-154455,-54692072.783041,265.042959,-23.154850
VE,-154426,-54681752.561948,355.037694,-0.000000
SS,-154426,-54681661.869161,85.037670,23.156475
AE,-154426,-54681572.681548,175.037602,-0.000000
WS,-154426,-54681480.777578,265.037580,-23.156503
VE,-154397,-54671160.549585,355.032327,-0.000000
SS,-154397,-54671069.837659,85.032304,23.158139
AE,-154397,-54670980.656585,175.032236,-0.000000
WS,-154397,-54670888.772056,265.032213,-23.158168
VE,-154368,-54660568.537316,355.026973,-0.000000
SS,-154368,-54660477.806188,85.026950,23.159814
AE,-154368,-54660388.631505,175.026883,0.000000
WS,-154368,-54660296.766475,265.026860,-23.159843
VE,-154339,-54649976.525142,355.021633,-0.000000
SS,-154339,-54649885.774750,85.021610,23.161500
AE,-154339,-54649796.606308,175.021542,-0.000000
WS,-154339,-54649704.760832,265.021520,-23.161529
VE,-154310,-54639384.513063,355.016306,-0.000000
SS,-154310,-54639293.743344,85.016284,23.163197
AE,-154310,-54639204.580995,175.016216,-0.000000
WS,-154310,-54639112.755127,265.016194,-23.163226
VE,-154281,-54628792.501079,355.010992,-0.000000
SS,-154281,-54628701.711972,85.010970,23.164904
AE,-154281,-54628612.555565,175.010902,0.000000
WS,-154281,-54628520.749359,265.010881,-23.164933
VE,-154252,-54618200.489188,355.005693,-0.000000
SS,-154252,-54618109.680635,85.005671,23.166622
AE,-154252,-54618020.530018,175.005603,-0.000000
WS,-154252,-54617928.743528,265.005581,-23.166652
VE,-154223,-54607608.477390,355.000406,-0.000000
SS,-154223,-54607517.649332,85.000385,23.168351
AE,-154223,-54607428.504355,175.000317,-0.000000
WS,-154223,-54607336.737631,265.000296,-23.168381
VE,-154194,-54597016.465686,354.995134,-0.000000
SS,-154194,-54596925.618065,84.995113,23.170091
AE,-154194,-54596836.478576,174.995045,-0.000000
WS,-154194,-54596744.731669,264.995024,-23.170120
VE,-154165,-54586424.454075,354.989876,-0.000000
SS,-154165,-54586333.586834,84.989855,23.171841
AE,-154165,-54586244.452681,174.989787,-0.000000
WS,-154165,-54586152.725640,264.989766,-23.171871
VE,-154136,-54575832.442556,354.984632,-0.000000
SS,-154136,-54575741.555640,84.984611,23.173602
AE,-154136,-54575652.426671,174.984543,-0.000000
WS,-154136,-54575560.719543,264.984522,-23.173632
VE,-154107,-54565240.431130,354.979402,-0.000000
SS,-154107,-54565149.524484,84.979381,23.175373
AE,-154107,-54565060.400544,174.979313,-0.000000
WS,-154107,-54564968.713378,264.979293,-23.175404
VE,-154078,-54554648.419795,354.974186,-0.000000
SS,-154078,-54554557.493366,84.974166,23.177155
AE,-154078,-54554468.374303,174.974097,-0.000000
WS,-154078,-54554376.707143,264.974078,-23.177186
VE,-154049,-54544056.408551,354.968985,-0.000000
SS,-154049,-54543965.462287,84.968965,23.178948
AE,-154049,-54543876.347946,174.968897,-0.000000
WS,-154049,-54543784.700838,264.968877,-23.178979
VE,-154020,-54533464.397399,354.963798,-0.000000
SS,-154020,-54533373.431247,84.963779,23.180752
AE,-154020,-54533284.321473,174.963710,-0.000000
WS,-154020,-54533192.694461,264.963691,-23.180782
VE,-153991,-54522872.386337,354.958627,-0.000000
SS,-153991,-54522781.400248,84.958607,23.182566
AE,-153991,-54522692.294886,174.958539,-0.000000
WS,-153991,-54522600.688012,264.958520,-23.182597
VE,-153962,-54512280.375366,354.953470,-0.000000
SS,-153962,-54512189.369289,84.953450,23.184390
AE,-153962,-54512100.268185,174.953382,0.000000
WS,-153962,-54512008.681489,264.953364,-23.184421
VE,-153933,-54501688.364484,354.948328,-0.000000
SS,-153933,-54501597.338373,84.948309,23.186225
AE,-153933,-54501508.241368,174.948241,-0.000000
WS,-153933,-54501416.674892,264.948222,-23.186256
VE,-153904,-54491096.353692,354.943201,-0.000000
SS,-153904,-54491005.307499,84.943182,23.188071
AE,-153904,-54490916.214438,174.943114,-0.000000
WS,-153904,-54490824.668219,264.943096,-23.188102
VE,-153875,-54480504.342989,354.938089,-0.000000
SS,-153875,-54480413.276668,84.938071,23.189927
AE,-153875,-54480324.187393,174.938003,0.000000
WS,-153875,-54480232.661471,264.937985,-23.189958
VE,-153846,-54469912.332375,354.932993,-0.000000
SS,-153846,-54469821.245880,84.932975,23.191793
AE,-153846,-54469732.160234,174.932907,-0.000000
WS,-153846,-54469640.654645,264.932889,-23.191825
VE,-153817,-54459320.321849,354.927913,-0.000000
SS,-153817,-54459229.215137,84.927895,23.193670
AE,-153817,-54459140.132962,174.927826,-0.000000
WS,-153817,-54459048.647741,264.927809,-23.193702
VE,-153788,-54448728.311411,354.922847,-0.000000
SS,-153788,-54448637.184439,84.922830,23.195557
AE,-153788,-54448548.105577,174.922761,-0.000000
WS,-153788,-54448456.640758,264.922745,-23.195589
VE,-153759,-54438136.301060,354.917798,-0.000000
SS,-153759,-54438045.153787,84.917781,23.197455
AE,-153759,-54437956.078078,174.917712,-0.000000
WS,-153759,-54437864.633694,264.917696,-23.197487
VE,-153730,-54427544.290796,354.912765,-0.000000
SS,-153730,-54427453.123182,84.912747,23.199363
AE,-153730,-54427364.050466,174.912679,-0.000000
WS,-153730,-54427272.626550,264.912663,-23.199395
VE,-153701,-54416952.280619,354.907747,-0.000000
SS,-153701,-54416861.092623,84.907730,23.201281
AE,-153701,-54416772.022741,174.907662,-0.000000
WS,-153701,-54416680.619324,264.907646,-23.201314
VE,-153672,-54406360.270528,354.902745,-0.000000
SS,-153672,-54406269.062113,84.902729,23.203210
AE,-153672,-54406179.994905,174.902661,-0.000000
WS,-153672,-54406088.612015,264.902645,-23.203243
VE,-153643,-54395768.260522,354.897760,-0.000000
SS,-153643,-54395677.031651,84.897744,23.205149
AE,-153643,-54395587.966955,174.897676,-0.000000
WS,-153643,-54395496.604621,264.897660,-23.205182
VE,-153614,-54385176.250602,354.892791,-0.000000
SS,-153614,-54385085.001238,84.892775,23.207098
AE,-153614,-54384995.938894,174.892707,-0.000000
WS,-153614,-54384904.597143,264.892692,-23.207131
VE,-153585,-54374584.240766,354.887839,-0.000000
SS,-153585,-54374492.970876,84.887823,23.209057
AE,-153585,-54374403.910722,174.887755,-0.000000
WS,-153585,-54374312.589579,264.887740,-23.209091
VE,-153556,-54363992.231014,354.882903,-0.000000
SS,-153556,-54363900.940564,84.882887,23.211027
AE,-153556,-54363811.882438,174.882819,-0.000000
WS,-153556,-54363720.581928,264.882805,-23.211061
VE,-153527,-54353400.221347,354.877984,-0.000000
SS,-153527,-54353308.910304,84.877969,23.213007
AE,-153527,-54353219.854043,174.877900,-0.000000
WS,-153527,-54353128.574190,264.877886,-23.213041
VE,-153498,-54342808.211762,354.873081,-0.000000
SS,-153498,-54342716.880096,84.873066,23.214997
AE,-153498,-54342627.825537,174.872998,-0.000000
WS,-153498,-54342536.566363,264.872984,-23.215031
VE,-153469,-54332216.202260,354.868196,-0.000000
SS,-153469,-54332124.849940,84.868181,23.216997
AE,-153469,-54332035.796921,174.868113,-0.000000
WS,-153469,-54331944.558446,264.868099,-23.217031
VE,-153440,-54321624.192841,354.863328,-0.000000
SS,-153440,-54321532.819839,84.863313,23.219007
AE,-153440,-54321443.768194,174.863245,-0.000000
WS,-153440,-54321352.550438,264.863232,-23.219042
VE,-153411,-54311032.183503,354.858476,-0.000000
SS,-153411,-54310940.789791,84.858462,23.221028
AE,-153411,-54310851.739358,174.858394,-0.000000
WS,-153411,-54310760.542339,264.858381,-23.221062
VE,-153382,-54300440.174246,354.853642,-0.000000
SS,-153382,-54300348.759799,84.853628,23.223058
AE,-153382,-54300259.710412,174.853560,-0.000000
WS,-153382,-54300168.534147,264.853548,-23.223093
VE,-153353,-54289848.165070,354.848826,-0.000000
SS,-153353,-54289756.729862,84.848812,23.225099
AE,-153353,-54289667.681357,174.848744,-0.000000
WS,-153353,-54289576.525862,264.848732,-23.225133
VE,-153324,-54279256.155974,354.844027,-0.000000
SS,-153324,-54279164.699982,84.844013,23.227149
AE,-153324,-54279075.652193,174.843945,-0.000000
WS,-153324,-54278984.517483,264.843933,-23.227184
VE,-153295,-54268664.146958,354.839245,-0.000000
SS,-153295,-54268572.670158,84.839232,23.229210
AE,-153295,-54268483.622921,174.839164,-0.000000
WS,-153295,-54268392.509008,264.839152,-23.229245
VE,-153266,-54258072.138021,354.834482,-0.000000
