year_ce,age_kyr_BP,obliquity_deg,eccentricity,perihelion_deg,e_sin_peri,e_cos_peri,eps_anom,e_squared,inclination_deg,incl_anom
1950.0000,0,23.444545229730146,0.016726568377132517,102.11053599001974,0.016352761365065267,-0.0035085259405283455,-0.005454770269853526,0.00027977808967488953,0.005388433176254787,-1.6623460038951823
950.0000,1,23.550974919483558,0.017192863171510402,85.98101267784392,0.017148866129710456,0.0012051934360272321,0.10097491948355852,0.0002955945440342787,0.11375089299464435,-1.5539835440767928
-50.0000,2,23.65472196553271,0.017625805816393877,69.88555298168512,0.016549035894553813,0.006061129941179384,0.20472196553270905,0.00031066903067722423,0.2238270300092925,-1.4439074070621447
-1050.0000,3,23.75319041781136,0.018024574562769388,53.828542964816336,0.014548835356935344,0.010637342378332795,0.30319041781136136,0.00032488528816883327,0.3353522341153591,-1.3323822029560781
-2050.0000,4,23.84383370855332,0.018388522008901047,37.812737981431155,0.011272395680553177,0.01452600991070568,0.3938337085533199,0.0003381377416718382,0.4481491711516963,-1.2195852659197408
-3050.0000,5,23.92421458166858,0.018717176512001277,21.839419937628406,0.00696203680956563,0.01737224379948323,0.4742145816685799,0.00035033269658141225,0.5620330955245326,-1.1057013415469044
-4050.0000,6,23.992063701080852,0.019010243712032998,5.908552200139695,0.0019565550189216976,0.018907448242676407,0.5420637010808527,0.00036138936599089015,0.6768120209022364,-0.9909224161692007
-5050.0000,7,24.045335993624423,0.019267608019420075,350.0189338541759,-0.0033393575300645125,0.018974145930987167,0.595335993624424,0.0003712407187900208,0.7922869420143585,-0.8754474950570786
-6050.0000,8,24.082263923694526,0.019489333954353268,334.1683543705228,-0.00849137064189037,0.01754018994701476,0.6322639236945271,0.00037983413798430715,0.9082521059182955,-0.7594823311531416
-7050.0000,9,24.101406998515422,0.01967566725035365,318.3537495672656,-0.01307390841618066,0.014701402217719841,0.6514069985154229,0.0003871318817466391,1.0244953322124637,-0.6432391048589734
-8050.0000,10,24.101696852179078,0.01982703565142674,302.57135987104994,-0.016707139206986125,0.010672788640839703,0.6516968521790787,0.00039311134272294694,1.1407983814599598,-0.5269360556114773
-9050.0000,11,24.082477246366235,0.019944049342180765,286.8168921589595,-0.019089345448253185,0.005769482929616567,0.6324772463662356,0.000397765104163341,1.2569373707615363,-0.41079706630990076
-10050.0000,12,24.04353825383868,0.020027500954691812,271.0856867811858,-0.02002202200491395,0.0003793929324206007,0.5935382538386804,0.0004011007944901814,1.3726832350883251,-0.29505120198311197
-11050.0000,13,23.985143760564235,0.02007836509521116,255.37289162570573,-0.019425790640492498,-0.005069879943382123,0.5351437605642353,0.0004031407448965938,1.4878022326709877,-0.17993220440044944
-12050.0000,14,23.908051242529666,0.020097797328224053,239.6736451894974,-0.017346054458164346,-0.010146925302468291,0.4580512425296668,0.00040392145744636986,1.6020564924473892,-0.06567794462404786
-13050.0000,15,23.813522559456082,0.020087132544851907,223.98327045836277,-0.013948180423330582,-0.014452181223499148,0.3635225594560829,0.00040349289387444867,1.7152046012972217,0.04747016422578465
-14050.0000,16,23.70332428354995,0.020047882626969875,208.29748084638982,-0.009502830352912339,-0.01765045378710224,0.25332428354995074,0.0004019175978247605,1.8270022285400094,0.15926779146857228
